ADV,LAT,LON,TIME,WIND,PR,STAT
1,7.00,146.80,01/11/06Z,35,-,TROPICAL STORM
2,7.60,146.70,01/11/12Z,35,-,TROPICAL STORM
3,8.40,146.50,01/11/18Z,35,-,TROPICAL STORM
4,9.20,146.10,01/12/00Z,50,-,TROPICAL STORM
5,10.00,145.00,01/12/06Z,55,-,TROPICAL STORM
6,10.40,144.00,01/12/12Z,55,-,TROPICAL STORM
7,10.50,142.90,01/12/18Z,60,-,TROPICAL STORM
8,10.50,142.00,01/13/00Z,65,-,TYPHOON-1
9,10.60,140.80,01/13/06Z,70,-,TYPHOON-1
10,10.30,139.80,01/13/12Z,70,-,TYPHOON-1
11,10.00,138.90,01/13/18Z,70,-,TYPHOON-1
12,9.70,138.20,01/14/00Z,75,-,TYPHOON-1
13,9.90,137.20,01/14/06Z,75,-,TYPHOON-1
14,10.30,136.70,01/14/12Z,80,-,TYPHOON-1
15,10.60,136.20,01/14/18Z,80,-,TYPHOON-1
16,10.90,135.60,01/15/00Z,80,-,TYPHOON-1
17,11.30,135.00,01/15/06Z,80,-,TYPHOON-1
18,11.60,134.60,01/15/12Z,95,-,TYPHOON-2
19,11.90,134.20,01/15/18Z,110,-,TYPHOON-3
20,12.30,134.00,01/16/00Z,130,-,TYPHOON-4
21,12.80,134.10,01/16/06Z,130,-,TYPHOON-4
22,13.20,134.40,01/16/12Z,130,-,TYPHOON-4
23,13.80,135.00,01/16/18Z,120,-,TYPHOON-4
24,14.30,135.80,01/17/00Z,100,-,TYPHOON-3
25,14.80,136.60,01/17/06Z,75,-,TYPHOON-1
26,15.30,137.40,01/17/12Z,75,-,TYPHOON-1
27,15.60,138.20,01/17/18Z,75,-,TYPHOON-1
28,16.10,139.20,01/18/00Z,65,-,TYPHOON-1
29,16.90,141.10,01/18/06Z,65,-,TYPHOON-1
30,17.70,142.90,01/18/12Z,60,-,TROPICAL STORM
31,18.70,144.80,01/18/18Z,55,-,TROPICAL STORM
32,19.50,146.50,01/19/00Z,45,-,TROPICAL STORM
33,19.60,148.00,01/19/06Z,40,-,TROPICAL STORM
34,19.80,149.50,01/19/12Z,35,-,TROPICAL STORM
35,20.00,151.50,01/19/18Z,30,-,TROPICAL DEPRESSION
