ADV,LAT,LON,TIME,WIND,PR,STAT
1,18.10,155.00,08/10/00Z,30,-,TROPICAL DEPRESSION
2,18.70,152.80,08/10/06Z,35,-,TROPICAL STORM
3,19.70,150.90,08/10/12Z,35,-,TROPICAL STORM
4,20.80,149.20,08/10/18Z,40,-,TROPICAL STORM
5,22.10,147.70,08/11/00Z,40,-,TROPICAL STORM
6,23.00,146.80,08/11/06Z,40,-,TROPICAL STORM
7,23.90,145.90,08/11/12Z,40,-,TROPICAL STORM
8,24.80,145.20,08/11/18Z,40,-,TROPICAL STORM
9,25.90,144.30,08/12/00Z,40,-,TROPICAL STORM
10,26.90,143.60,08/12/06Z,45,-,TROPICAL STORM
11,27.90,142.90,08/12/12Z,40,-,TROPICAL STORM
12,28.90,142.20,08/12/18Z,40,-,TROPICAL STORM
13,29.90,141.50,08/13/00Z,40,-,TROPICAL STORM
14,30.90,140.90,08/13/06Z,35,-,TROPICAL STORM
15,31.90,140.30,08/13/12Z,30,-,TROPICAL DEPRESSION
16,32.90,140.10,08/13/18Z,30,-,TROPICAL DEPRESSION
17,34.00,140.20,08/14/00Z,25,-,TROPICAL DEPRESSION
