ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.00,138.00,06/09/00Z,25,-,TROPICAL DEPRESSION
2,15.40,137.70,06/09/06Z,30,-,TROPICAL DEPRESSION
3,15.80,137.30,06/09/12Z,40,-,TROPICAL STORM
4,16.00,137.00,06/09/18Z,50,-,TROPICAL STORM
5,16.00,136.70,06/10/00Z,60,-,TROPICAL STORM
6,16.40,135.50,06/10/06Z,50,-,TROPICAL STORM
7,17.50,134.70,06/10/12Z,50,-,TROPICAL STORM
8,18.40,134.40,06/10/18Z,45,-,TROPICAL STORM
9,19.90,133.90,06/11/00Z,40,-,TROPICAL STORM
10,21.80,133.40,06/11/06Z,35,-,TROPICAL STORM
11,23.70,133.10,06/11/12Z,35,-,TROPICAL STORM
12,25.70,132.90,06/11/18Z,30,-,TROPICAL DEPRESSION
