ADV,LAT,LON,TIME,WIND,PR,STAT
1,7.50,164.60,01/06/18Z,25,-,TROPICAL DEPRESSION
2,7.60,164.00,01/07/00Z,25,-,TROPICAL DEPRESSION
3,7.80,163.50,01/07/06Z,25,-,TROPICAL DEPRESSION
4,8.00,163.00,01/07/12Z,25,-,TROPICAL DEPRESSION
5,8.50,162.40,01/07/18Z,25,-,TROPICAL DEPRESSION
6,9.00,162.00,01/08/00Z,25,-,TROPICAL DEPRESSION
7,9.30,162.10,01/08/06Z,25,-,TROPICAL DEPRESSION
8,9.50,162.40,01/08/12Z,30,-,TROPICAL DEPRESSION
9,9.90,162.60,01/08/18Z,30,-,TROPICAL DEPRESSION
10,10.20,162.80,01/09/00Z,30,-,TROPICAL DEPRESSION
11,10.20,162.30,01/09/06Z,30,-,TROPICAL DEPRESSION
12,10.20,161.50,01/09/12Z,30,-,TROPICAL DEPRESSION
13,10.40,161.30,01/09/18Z,30,-,TROPICAL DEPRESSION
14,11.00,161.10,01/10/00Z,35,-,TROPICAL STORM
15,11.80,160.90,01/10/06Z,35,-,TROPICAL STORM
16,12.70,160.60,01/10/12Z,40,-,TROPICAL STORM
17,13.50,160.40,01/10/18Z,40,-,TROPICAL STORM
18,14.40,160.10,01/11/00Z,45,-,TROPICAL STORM
19,15.20,160.40,01/11/06Z,45,-,TROPICAL STORM
20,15.90,161.40,01/11/12Z,50,-,TROPICAL STORM
21,16.50,162.60,01/11/18Z,50,-,TROPICAL STORM
22,17.10,164.30,01/12/00Z,55,-,TROPICAL STORM
23,17.90,166.40,01/12/06Z,55,-,TROPICAL STORM
24,18.80,168.60,01/12/12Z,60,-,TROPICAL STORM
25,20.00,170.90,01/12/18Z,60,-,TROPICAL STORM
26,21.60,173.20,01/13/00Z,50,-,TROPICAL STORM
