ADV,LAT,LON,TIME,WIND,PR,STAT
1,22.50,122.00,08/08/00Z,15,-,TROPICAL DEPRESSION
2,22.10,120.50,08/08/06Z,15,-,TROPICAL DEPRESSION
3,21.80,119.30,08/08/12Z,20,-,TROPICAL DEPRESSION
4,21.50,118.50,08/08/18Z,20,-,TROPICAL DEPRESSION
5,21.20,117.60,08/09/00Z,25,-,TROPICAL DEPRESSION
6,20.80,116.80,08/09/06Z,25,-,TROPICAL DEPRESSION
7,20.20,115.90,08/09/12Z,25,-,TROPICAL DEPRESSION
8,19.50,115.20,08/09/18Z,25,-,TROPICAL DEPRESSION
9,18.90,114.50,08/10/00Z,30,-,TROPICAL DEPRESSION
10,18.50,113.40,08/10/06Z,30,-,TROPICAL DEPRESSION
11,18.20,112.30,08/10/12Z,30,-,TROPICAL DEPRESSION
12,18.00,111.20,08/10/18Z,30,-,TROPICAL DEPRESSION
13,17.80,110.00,08/11/00Z,35,-,TROPICAL STORM
14,17.80,108.70,08/11/06Z,35,-,TROPICAL STORM
15,17.70,107.40,08/11/12Z,40,-,TROPICAL STORM
16,17.70,106.20,08/11/18Z,35,-,TROPICAL STORM
17,17.60,105.00,08/12/00Z,25,-,TROPICAL DEPRESSION
