ADV,LAT,LON,TIME,WIND,PR,STAT
1,9.40,156.50,10/02/12Z,20,-,TROPICAL DEPRESSION
2,8.40,155.70,10/02/18Z,20,-,TROPICAL DEPRESSION
3,7.60,155.00,10/03/00Z,25,-,TROPICAL DEPRESSION
4,7.00,154.20,10/03/06Z,35,-,TROPICAL STORM
5,6.60,153.70,10/03/12Z,50,-,TROPICAL STORM
6,6.20,152.90,10/03/18Z,60,-,TROPICAL STORM
7,6.00,152.20,10/04/00Z,70,-,TYPHOON-1
8,6.20,151.10,10/04/06Z,60,-,TROPICAL STORM
9,6.70,150.30,10/04/12Z,50,-,TROPICAL STORM
10,7.30,149.80,10/04/18Z,45,-,TROPICAL STORM
11,8.00,149.50,10/05/00Z,40,-,TROPICAL STORM
12,8.80,149.10,10/05/06Z,65,-,TYPHOON-1
13,9.80,148.40,10/05/12Z,45,-,TROPICAL STORM
14,10.60,147.50,10/05/18Z,30,-,TROPICAL DEPRESSION
15,11.70,146.80,10/06/00Z,45,-,TROPICAL STORM
16,12.70,146.20,10/06/06Z,60,-,TROPICAL STORM
17,13.80,145.70,10/06/12Z,45,-,TROPICAL STORM
18,14.70,145.10,10/06/18Z,50,-,TROPICAL STORM
19,15.30,144.50,10/07/00Z,50,-,TROPICAL STORM
20,15.80,144.00,10/07/06Z,50,-,TROPICAL STORM
21,16.30,143.50,10/07/12Z,60,-,TROPICAL STORM
22,16.70,143.00,10/07/18Z,65,-,TYPHOON-1
23,17.00,142.10,10/08/00Z,70,-,TYPHOON-1
24,17.40,141.20,10/08/06Z,75,-,TYPHOON-1
25,17.90,140.20,10/08/12Z,80,-,TYPHOON-1
26,18.30,139.20,10/08/18Z,90,-,TYPHOON-2
27,18.70,138.00,10/09/00Z,120,-,TYPHOON-4
32,20.90,132.10,10/10/06Z,130,-,TYPHOON-4
33,21.50,130.80,10/10/12Z,125,-,TYPHOON-4
34,22.00,129.70,10/10/18Z,125,-,TYPHOON-4
35,22.60,128.80,10/11/00Z,120,-,TYPHOON-4
36,23.30,128.00,10/11/06Z,115,-,TYPHOON-4
37,23.80,127.20,10/11/12Z,115,-,TYPHOON-4
38,24.20,126.60,10/11/18Z,110,-,TYPHOON-3
39,24.80,126.10,10/12/00Z,105,-,TYPHOON-3
40,25.40,125.80,10/12/06Z,100,-,TYPHOON-3
41,26.10,125.80,10/12/12Z,100,-,TYPHOON-3
42,27.00,125.90,10/12/18Z,100,-,TYPHOON-3
43,27.90,126.40,10/13/00Z,95,-,TYPHOON-2
44,28.80,127.20,10/13/06Z,90,-,TYPHOON-2
45,29.80,128.50,10/13/12Z,90,-,TYPHOON-2
46,30.50,130.50,10/13/18Z,90,-,TYPHOON-2
47,31.50,133.00,10/14/00Z,85,-,TYPHOON-2
48,32.60,136.40,10/14/06Z,80,-,TYPHOON-1
49,34.00,140.10,10/14/12Z,70,-,TYPHOON-1
50,35.50,145.00,10/14/18Z,60,-,TROPICAL STORM
51,36.00,149.20,10/15/00Z,50,-,TROPICAL STORM
