ADV,LAT,LON,TIME,WIND,PR,STAT
2,3.80,177.50,11/18/12Z,20,-,TROPICAL DEPRESSION
3,2.80,175.70,11/18/18Z,20,-,TROPICAL DEPRESSION
4,2.40,173.90,11/19/00Z,20,-,TROPICAL DEPRESSION
5,2.70,172.30,11/19/06Z,20,-,TROPICAL DEPRESSION
6,3.30,170.80,11/19/12Z,20,-,TROPICAL DEPRESSION
7,4.00,169.50,11/19/18Z,25,-,TROPICAL DEPRESSION
8,4.80,168.10,11/20/00Z,25,-,TROPICAL DEPRESSION
9,5.70,166.50,11/20/06Z,30,-,TROPICAL DEPRESSION
10,7.30,164.70,11/20/12Z,30,-,TROPICAL DEPRESSION
11,8.60,162.60,11/20/18Z,35,-,TROPICAL STORM
12,9.50,160.10,11/21/00Z,40,-,TROPICAL STORM
13,10.20,157.70,11/21/06Z,45,-,TROPICAL STORM
14,10.50,155.50,11/21/12Z,55,-,TROPICAL STORM
15,10.80,153.50,11/21/18Z,65,-,TYPHOON-1
16,11.70,151.50,11/22/00Z,70,-,TYPHOON-1
17,13.10,149.40,11/22/06Z,75,-,TYPHOON-1
18,14.20,147.30,11/22/12Z,85,-,TYPHOON-2
19,15.10,145.90,11/22/18Z,100,-,TYPHOON-3
20,16.20,144.70,11/23/00Z,100,-,TYPHOON-3
21,17.40,144.20,11/23/06Z,100,-,TYPHOON-3
22,18.70,143.80,11/23/12Z,95,-,TYPHOON-2
23,20.20,144.10,11/23/18Z,95,-,TYPHOON-2
24,21.40,144.70,11/24/00Z,90,-,TYPHOON-2
25,23.00,146.30,11/24/06Z,85,-,TYPHOON-2
26,24.60,148.70,11/24/12Z,80,-,TYPHOON-1
27,26.00,151.50,11/24/18Z,70,-,TYPHOON-1
28,27.40,154.80,11/25/00Z,60,-,TROPICAL STORM
29,28.80,158.50,11/25/06Z,50,-,TROPICAL STORM
