ADV,LAT,LON,TIME,WIND,PR,STAT
1,9.80,118.80,11/14/12Z,25,-,TROPICAL DEPRESSION
2,10.20,117.90,11/14/18Z,25,-,TROPICAL DEPRESSION
3,10.60,117.00,11/15/00Z,30,-,TROPICAL DEPRESSION
4,10.90,116.10,11/15/06Z,30,-,TROPICAL DEPRESSION
5,11.30,115.30,11/15/12Z,35,-,TROPICAL STORM
6,12.00,114.30,11/15/18Z,35,-,TROPICAL STORM
7,12.40,113.60,11/16/00Z,35,-,TROPICAL STORM
8,12.70,112.80,11/16/06Z,40,-,TROPICAL STORM
9,13.00,111.40,11/16/12Z,40,-,TROPICAL STORM
10,13.40,110.40,11/16/18Z,40,-,TROPICAL STORM
11,13.40,109.20,11/17/00Z,35,-,TROPICAL STORM
