ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.60,139.10,08/26/00Z,20,1001,TROPICAL DEPRESSION
2,15.90,139.70,08/26/06Z,25,1002,TROPICAL DEPRESSION
3,16.10,140.30,08/26/12Z,25,1002,TROPICAL DEPRESSION
4,16.50,140.10,08/26/18Z,30,1000,TROPICAL DEPRESSION
5,16.90,140.50,08/27/00Z,35,997,TROPICAL STORM
6,17.50,141.00,08/27/06Z,40,994,TROPICAL STORM
7,18.10,141.50,08/27/12Z,45,991,TROPICAL STORM
8,18.80,142.20,08/27/18Z,55,984,TROPICAL STORM
9,19.60,143.00,08/28/00Z,65,976,TYPHOON-1
10,20.50,143.70,08/28/06Z,80,963,TYPHOON-1
11,21.30,144.30,08/28/12Z,95,949,TYPHOON-2
12,22.10,145.00,08/28/18Z,110,933,TYPHOON-3
13,22.80,145.50,08/29/00Z,120,922,TYPHOON-4
14,23.30,145.90,08/29/06Z,125,916,TYPHOON-4
15,24.00,146.40,08/29/12Z,130,910,TYPHOON-4
16,24.60,146.80,08/29/18Z,130,910,TYPHOON-4
17,25.00,147.10,08/30/00Z,125,916,TYPHOON-4
18,25.50,147.40,08/30/06Z,120,922,TYPHOON-4
19,26.10,147.80,08/30/12Z,115,927,TYPHOON-4
20,26.90,147.70,08/30/18Z,100,944,TYPHOON-3
21,27.70,147.70,08/31/00Z,90,954,TYPHOON-2
22,28.50,148.00,08/31/06Z,80,963,TYPHOON-1
23,29.40,148.50,08/31/12Z,80,963,TYPHOON-1
24,30.10,149.20,08/31/18Z,75,967,TYPHOON-1
25,31.20,150.10,09/01/00Z,70,972,TYPHOON-1
26,32.00,151.10,09/01/06Z,70,972,TYPHOON-1
27,32.60,152.20,09/01/12Z,65,976,TYPHOON-1
28,33.20,153.20,09/01/18Z,60,980,TROPICAL STORM
29,33.90,154.50,09/02/00Z,55,984,TROPICAL STORM
30,34.70,155.80,09/02/06Z,50,987,TROPICAL STORM
31,35.20,156.70,09/02/12Z,40,994,TROPICAL STORM
32,35.90,158.00,09/02/18Z,35,997,TROPICAL STORM
