ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.40,128.70,10/29/06Z,60,-,TROPICAL STORM
2,11.70,127.70,10/29/12Z,70,-,TYPHOON-1
3,11.80,126.70,10/29/18Z,70,-,TYPHOON-1
4,11.70,125.80,10/30/00Z,65,-,TYPHOON-1
5,11.60,125.10,10/30/06Z,65,-,TYPHOON-1
6,11.70,124.50,10/30/12Z,65,-,TYPHOON-1
7,12.20,123.70,10/30/18Z,65,-,TYPHOON-1
8,13.30,122.20,10/31/00Z,65,-,TYPHOON-1
9,13.80,121.50,10/31/06Z,65,-,TYPHOON-1
10,14.40,120.70,10/31/12Z,50,-,TROPICAL STORM
11,14.90,119.60,10/31/18Z,50,-,TROPICAL STORM
12,15.10,118.60,11/01/00Z,55,-,TROPICAL STORM
13,15.20,117.30,11/01/06Z,60,-,TROPICAL STORM
14,15.20,116.00,11/01/12Z,70,-,TYPHOON-1
15,15.30,114.70,11/01/18Z,80,-,TYPHOON-1
16,15.50,113.80,11/02/00Z,90,-,TYPHOON-2
17,15.70,113.30,11/02/06Z,100,-,TYPHOON-3
18,15.90,112.40,11/02/12Z,90,-,TYPHOON-2
19,16.00,111.30,11/02/18Z,80,-,TYPHOON-1
20,16.20,110.70,11/03/00Z,80,-,TYPHOON-1
21,16.30,110.30,11/03/06Z,75,-,TYPHOON-1
22,16.60,109.40,11/03/12Z,75,-,TYPHOON-1
23,16.60,108.20,11/03/18Z,65,-,TYPHOON-1
24,16.00,107.00,11/04/00Z,45,-,TROPICAL STORM
25,16.00,106.50,11/04/06Z,30,-,TROPICAL DEPRESSION
