ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.80,137.70,05/13/00Z,25,-,TROPICAL DEPRESSION
2,16.50,138.50,05/13/06Z,30,-,TROPICAL DEPRESSION
3,17.20,139.20,05/13/12Z,45,-,TROPICAL STORM
4,18.00,139.90,05/13/18Z,50,-,TROPICAL STORM
5,18.70,140.40,05/14/00Z,60,-,TROPICAL STORM
6,19.80,140.90,05/14/06Z,60,-,TROPICAL STORM
7,21.20,141.30,05/14/12Z,65,-,TYPHOON-1
8,22.80,141.50,05/14/18Z,75,-,TYPHOON-1
9,24.60,141.50,05/15/00Z,80,-,TYPHOON-1
10,26.30,141.40,05/15/06Z,80,-,TYPHOON-1
11,28.00,141.40,05/15/12Z,70,-,TYPHOON-1
12,29.60,142.20,05/15/18Z,70,-,TYPHOON-1
13,30.40,143.20,05/16/00Z,60,-,TROPICAL STORM
14,31.50,145.20,05/16/06Z,45,-,TROPICAL STORM
15,32.20,147.00,05/16/12Z,35,-,TROPICAL STORM
16,33.50,148.00,05/16/18Z,35,-,TROPICAL STORM
17,34.50,150.00,05/17/00Z,30,-,TROPICAL DEPRESSION
