ADV,LAT,LON,TIME,WIND,PR,STAT
1,18.20,132.80,07/26/00Z,40,-,TROPICAL STORM
2,18.40,132.00,07/26/06Z,40,-,TROPICAL STORM
3,18.70,131.20,07/26/12Z,45,-,TROPICAL STORM
4,18.90,130.40,07/26/18Z,35,-,TROPICAL STORM
5,19.30,129.50,07/27/00Z,35,-,TROPICAL STORM
6,20.00,129.00,07/27/06Z,30,-,TROPICAL DEPRESSION
7,21.00,129.00,07/27/12Z,30,-,TROPICAL DEPRESSION
8,21.80,128.80,07/27/18Z,35,-,TROPICAL STORM
9,22.60,127.90,07/28/00Z,30,-,TROPICAL DEPRESSION
10,23.10,126.80,07/28/06Z,25,-,TROPICAL DEPRESSION
11,23.20,125.60,07/28/12Z,20,-,TROPICAL DEPRESSION
12,23.20,124.80,07/28/18Z,20,-,TROPICAL DEPRESSION
13,23.30,124.10,07/29/00Z,20,-,TROPICAL DEPRESSION
14,23.40,123.50,07/29/06Z,20,-,TROPICAL DEPRESSION
15,23.60,122.90,07/29/12Z,30,-,TROPICAL DEPRESSION
16,24.00,122.50,07/29/18Z,35,-,TROPICAL STORM
17,25.60,122.80,07/30/00Z,40,-,TROPICAL STORM
18,26.90,124.10,07/30/06Z,50,-,TROPICAL STORM
19,28.00,126.00,07/30/12Z,40,-,TROPICAL STORM
20,28.80,128.10,07/30/18Z,30,-,TROPICAL DEPRESSION
21,29.60,130.30,07/31/00Z,30,-,TROPICAL DEPRESSION
