ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.70,114.10,05/22/00Z,25,-,TROPICAL DEPRESSION
2,12.40,113.70,05/22/06Z,30,-,TROPICAL DEPRESSION
3,13.00,113.30,05/22/12Z,35,-,TROPICAL STORM
4,13.60,113.00,05/22/18Z,45,-,TROPICAL STORM
5,14.30,112.60,05/23/00Z,50,-,TROPICAL STORM
6,14.80,112.10,05/23/06Z,55,-,TROPICAL STORM
7,15.20,111.50,05/23/12Z,55,-,TROPICAL STORM
8,15.50,111.00,05/23/18Z,60,-,TROPICAL STORM
9,15.70,110.40,05/24/00Z,65,-,TYPHOON-1
10,15.70,109.70,05/24/06Z,70,-,TYPHOON-1
11,15.80,109.20,05/24/12Z,75,-,TYPHOON-1
12,15.80,108.60,05/24/18Z,70,-,TYPHOON-1
13,16.00,107.90,05/25/00Z,50,-,TROPICAL STORM
14,16.40,107.20,05/25/06Z,35,-,TROPICAL STORM
15,16.80,106.40,05/25/12Z,30,-,TROPICAL DEPRESSION
16,17.20,105.60,05/25/18Z,25,-,TROPICAL DEPRESSION
17,17.80,104.70,05/26/00Z,20,-,TROPICAL DEPRESSION
