ADV,LAT,LON,TIME,WIND,PR,STAT
1,29.80,159.80,09/23/00Z,20,-,TROPICAL DEPRESSION
2,30.20,159.00,09/23/06Z,30,-,TROPICAL DEPRESSION
3,30.50,158.10,09/23/12Z,35,-,TROPICAL STORM
4,30.90,157.20,09/23/18Z,35,-,TROPICAL STORM
5,31.50,156.30,09/24/00Z,40,-,TROPICAL STORM
6,32.10,154.90,09/24/06Z,40,-,TROPICAL STORM
7,32.90,153.50,09/24/12Z,40,-,TROPICAL STORM
8,34.50,152.90,09/24/18Z,35,-,TROPICAL STORM
9,36.40,153.40,09/25/00Z,35,-,TROPICAL STORM
10,38.00,154.90,09/25/06Z,40,-,TROPICAL STORM
11,39.50,156.50,09/25/12Z,35,-,TROPICAL STORM
12,41.00,159.10,09/25/18Z,35,-,TROPICAL STORM
13,42.70,161.80,09/26/00Z,40,-,TROPICAL STORM
14,43.60,164.90,09/26/06Z,35,-,TROPICAL STORM
