ADV,LAT,LON,TIME,WIND,PR,STAT
1,22.90,127.50,08/16/00Z,30,-,TROPICAL DEPRESSION
2,23.00,127.20,08/16/06Z,30,-,TROPICAL DEPRESSION
3,23.20,126.90,08/16/12Z,30,-,TROPICAL DEPRESSION
4,23.40,126.80,08/16/18Z,40,-,TROPICAL STORM
5,23.70,126.80,08/17/00Z,40,-,TROPICAL STORM
6,24.00,126.80,08/17/06Z,45,-,TROPICAL STORM
7,24.30,126.90,08/17/12Z,65,-,TYPHOON-1
8,24.40,127.00,08/17/18Z,70,-,TYPHOON-1
9,24.50,127.10,08/18/00Z,70,-,TYPHOON-1
10,24.50,127.20,08/18/06Z,70,-,TYPHOON-1
11,24.50,127.30,08/18/12Z,75,-,TYPHOON-1
12,24.30,127.50,08/18/18Z,70,-,TYPHOON-1
13,23.90,127.90,08/19/00Z,70,-,TYPHOON-1
14,24.10,128.20,08/19/06Z,70,-,TYPHOON-1
15,24.30,128.40,08/19/12Z,70,-,TYPHOON-1
16,24.60,128.50,08/19/18Z,70,-,TYPHOON-1
17,24.80,128.60,08/20/00Z,70,-,TYPHOON-1
18,25.20,128.60,08/20/06Z,65,-,TYPHOON-1
19,25.60,128.40,08/20/12Z,60,-,TROPICAL STORM
20,25.80,128.10,08/20/18Z,60,-,TROPICAL STORM
21,26.10,127.50,08/21/00Z,55,-,TROPICAL STORM
22,26.50,126.70,08/21/06Z,55,-,TROPICAL STORM
23,27.40,125.70,08/21/12Z,50,-,TROPICAL STORM
24,28.50,124.90,08/21/18Z,50,-,TROPICAL STORM
25,29.80,124.30,08/22/00Z,50,-,TROPICAL STORM
26,31.20,124.10,08/22/06Z,50,-,TROPICAL STORM
27,32.60,124.20,08/22/12Z,55,-,TROPICAL STORM
28,34.30,124.90,08/22/18Z,50,-,TROPICAL STORM
29,36.70,126.10,08/23/00Z,45,-,TROPICAL STORM
30,40.10,128.00,08/23/06Z,45,-,TROPICAL STORM
31,43.60,130.50,08/23/12Z,45,-,TROPICAL STORM
32,46.60,132.90,08/23/18Z,45,-,TROPICAL STORM
33,49.40,134.70,08/24/00Z,45,-,TROPICAL STORM
