ADV,LAT,LON,TIME,WIND,PR,STAT
1,8.40,131.30,05/25/06Z,15,-,TROPICAL DEPRESSION
2,8.70,130.70,05/25/12Z,15,-,TROPICAL DEPRESSION
3,9.10,130.10,05/25/18Z,15,-,TROPICAL DEPRESSION
4,9.50,129.40,05/26/00Z,15,-,TROPICAL DEPRESSION
5,10.00,128.80,05/26/06Z,15,-,TROPICAL DEPRESSION
6,10.50,128.10,05/26/12Z,15,-,TROPICAL DEPRESSION
7,11.10,127.40,05/26/18Z,15,-,TROPICAL DEPRESSION
8,11.90,126.70,05/27/00Z,15,-,TROPICAL DEPRESSION
9,12.60,125.40,05/27/06Z,15,-,TROPICAL DEPRESSION
10,13.20,123.80,05/27/12Z,15,-,TROPICAL DEPRESSION
11,13.70,122.50,05/27/18Z,15,-,TROPICAL DEPRESSION
12,14.30,121.20,05/28/00Z,20,-,TROPICAL DEPRESSION
13,15.70,120.30,05/28/06Z,20,-,TROPICAL DEPRESSION
14,17.30,120.70,05/28/12Z,25,-,TROPICAL DEPRESSION
15,18.60,121.90,05/28/18Z,20,-,TROPICAL DEPRESSION
16,19.40,123.30,05/29/00Z,20,-,TROPICAL DEPRESSION
17,19.50,124.80,05/29/06Z,25,-,TROPICAL DEPRESSION
18,19.30,126.10,05/29/12Z,25,-,TROPICAL DEPRESSION
19,18.90,127.80,05/29/18Z,30,-,TROPICAL DEPRESSION
20,18.70,129.50,05/30/00Z,40,-,TROPICAL STORM
21,19.20,130.70,05/30/06Z,40,-,TROPICAL STORM
22,19.80,132.00,05/30/12Z,40,-,TROPICAL STORM
23,20.70,133.50,05/30/18Z,45,-,TROPICAL STORM
24,21.90,135.20,05/31/00Z,45,-,TROPICAL STORM
25,23.00,137.10,05/31/06Z,45,-,TROPICAL STORM
26,24.00,139.10,05/31/12Z,45,-,TROPICAL STORM
27,25.30,140.90,05/31/18Z,45,-,TROPICAL STORM
28,27.20,142.10,06/01/00Z,45,-,TROPICAL STORM
29,29.50,143.30,06/01/06Z,45,-,TROPICAL STORM
30,31.60,144.50,06/01/12Z,35,-,TROPICAL STORM
