ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.00,135.80,08/04/00Z,40,-,TROPICAL STORM
2,15.20,135.60,08/04/06Z,40,-,TROPICAL STORM
3,15.60,135.20,08/04/12Z,45,-,TROPICAL STORM
4,16.10,134.80,08/04/18Z,50,-,TROPICAL STORM
5,16.60,134.50,08/05/00Z,60,-,TROPICAL STORM
6,17.20,134.20,08/05/06Z,65,-,TYPHOON-1
7,17.90,133.80,08/05/12Z,70,-,TYPHOON-1
8,18.80,133.40,08/05/18Z,80,-,TYPHOON-1
9,19.80,132.90,08/06/00Z,100,-,TYPHOON-3
10,20.80,132.30,08/06/06Z,105,-,TYPHOON-3
11,21.70,131.60,08/06/12Z,120,-,TYPHOON-4
12,22.90,130.40,08/06/18Z,125,-,TYPHOON-4
13,23.90,128.90,08/07/00Z,125,-,TYPHOON-4
14,24.80,127.10,08/07/06Z,120,-,TYPHOON-4
15,25.20,124.90,08/07/12Z,120,-,TYPHOON-4
16,25.30,123.20,08/07/18Z,100,-,TYPHOON-3
17,25.20,121.90,08/08/00Z,85,-,TYPHOON-2
18,25.10,120.60,08/08/06Z,75,-,TYPHOON-1
19,24.70,119.50,08/08/12Z,70,-,TYPHOON-1
20,24.30,118.50,08/08/18Z,60,-,TROPICAL STORM
21,24.10,117.50,08/09/00Z,50,-,TROPICAL STORM
22,24.00,116.70,08/09/06Z,35,-,TROPICAL STORM
23,24.00,115.90,08/09/12Z,25,-,TROPICAL DEPRESSION
24,24.00,115.20,08/09/18Z,20,-,TROPICAL DEPRESSION
25,24.00,114.50,08/10/00Z,20,-,TROPICAL DEPRESSION
