ADV,LAT,LON,TIME,WIND,PR,STAT
1,14.50,128.10,08/25/00Z,40,-,TROPICAL STORM
2,14.40,127.50,08/25/06Z,35,-,TROPICAL STORM
3,14.30,126.80,08/25/12Z,35,-,TROPICAL STORM
4,14.40,126.20,08/25/18Z,35,-,TROPICAL STORM
5,14.50,125.50,08/26/00Z,30,-,TROPICAL DEPRESSION
6,14.60,124.70,08/26/06Z,30,-,TROPICAL DEPRESSION
7,14.80,124.00,08/26/12Z,30,-,TROPICAL DEPRESSION
8,15.50,123.40,08/26/18Z,25,-,TROPICAL DEPRESSION
9,16.00,123.20,08/27/00Z,20,-,TROPICAL DEPRESSION
10,16.50,123.30,08/27/06Z,20,-,TROPICAL DEPRESSION
11,17.00,123.50,08/27/12Z,20,-,TROPICAL DEPRESSION
12,17.50,124.00,08/27/18Z,20,-,TROPICAL DEPRESSION
