ADV,LAT,LON,TIME,WIND,PR,STAT
1,16.90,144.10,08/20/06Z,20,-,TROPICAL DEPRESSION
2,17.50,142.70,08/20/12Z,20,-,TROPICAL DEPRESSION
3,18.10,141.50,08/20/18Z,25,-,TROPICAL DEPRESSION
4,18.60,140.20,08/21/00Z,30,-,TROPICAL DEPRESSION
5,19.10,139.20,08/21/06Z,35,-,TROPICAL STORM
6,19.40,138.40,08/21/12Z,35,-,TROPICAL STORM
7,19.70,137.50,08/21/18Z,40,-,TROPICAL STORM
8,19.80,136.50,08/22/00Z,40,-,TROPICAL STORM
9,20.00,135.70,08/22/06Z,35,-,TROPICAL STORM
10,20.30,134.40,08/22/12Z,30,-,TROPICAL DEPRESSION
11,20.70,133.50,08/22/18Z,30,-,TROPICAL DEPRESSION
12,21.40,132.40,08/23/00Z,30,-,TROPICAL DEPRESSION
13,23.30,131.60,08/23/06Z,30,-,TROPICAL DEPRESSION
14,25.00,130.80,08/23/12Z,35,-,TROPICAL STORM
15,26.30,128.80,08/23/18Z,35,-,TROPICAL STORM
16,27.10,126.80,08/24/00Z,40,-,TROPICAL STORM
17,28.10,125.30,08/24/06Z,35,-,TROPICAL STORM
18,28.90,124.30,08/24/12Z,30,-,TROPICAL DEPRESSION
19,29.50,123.50,08/24/18Z,25,-,TROPICAL DEPRESSION
20,30.10,122.80,08/25/00Z,25,-,TROPICAL DEPRESSION
21,30.80,122.20,08/25/06Z,25,-,TROPICAL DEPRESSION
22,31.80,122.10,08/25/12Z,25,-,TROPICAL DEPRESSION
23,32.80,122.20,08/25/18Z,30,-,TROPICAL DEPRESSION
24,33.80,122.30,08/26/00Z,35,-,TROPICAL STORM
25,35.80,123.20,08/26/06Z,35,-,TROPICAL STORM
