ADV,LAT,LON,TIME,WIND,PR,STAT
1,8.60,149.00,10/28/12Z,25,-,TROPICAL DEPRESSION
2,9.10,148.50,10/28/18Z,25,-,TROPICAL DEPRESSION
3,9.70,147.30,10/29/00Z,30,-,TROPICAL DEPRESSION
4,10.40,146.90,10/29/06Z,30,-,TROPICAL DEPRESSION
5,11.50,146.50,10/29/12Z,30,-,TROPICAL DEPRESSION
6,12.20,146.00,10/29/18Z,30,-,TROPICAL DEPRESSION
7,13.00,145.30,10/30/00Z,30,-,TROPICAL DEPRESSION
8,13.80,144.60,10/30/06Z,35,-,TROPICAL STORM
9,14.30,143.80,10/30/12Z,35,-,TROPICAL STORM
10,14.90,143.00,10/30/18Z,35,-,TROPICAL STORM
11,15.20,142.10,10/31/00Z,40,-,TROPICAL STORM
12,15.60,141.20,10/31/06Z,50,-,TROPICAL STORM
13,16.00,140.30,10/31/12Z,65,-,TYPHOON-1
14,16.40,139.30,10/31/18Z,75,-,TYPHOON-1
15,16.80,138.40,11/01/00Z,85,-,TYPHOON-2
16,17.50,137.50,11/01/06Z,90,-,TYPHOON-2
17,18.00,136.80,11/01/12Z,100,-,TYPHOON-3
18,18.90,136.70,11/01/18Z,105,-,TYPHOON-3
19,18.40,136.50,11/02/00Z,110,-,TYPHOON-3
20,18.60,135.60,11/02/06Z,120,-,TYPHOON-4
21,19.40,135.00,11/02/12Z,130,-,TYPHOON-4
29,25.30,129.10,11/04/12Z,130,-,TYPHOON-4
30,25.70,129.80,11/04/18Z,130,-,TYPHOON-4
31,26.20,130.30,11/05/00Z,120,-,TYPHOON-4
32,27.60,132.40,11/05/06Z,110,-,TYPHOON-3
33,29.10,134.70,11/05/12Z,100,-,TYPHOON-3
34,30.40,137.30,11/05/18Z,90,-,TYPHOON-2
35,31.30,139.80,11/06/00Z,80,-,TYPHOON-1
36,32.60,144.10,11/06/06Z,70,-,TYPHOON-1
37,33.70,148.80,11/06/12Z,65,-,TYPHOON-1
38,34.50,152.30,11/06/18Z,45,-,TROPICAL STORM
39,35.00,154.50,11/07/00Z,45,-,TROPICAL STORM
40,35.50,157.00,11/07/06Z,40,-,TROPICAL STORM
41,36.50,158.00,11/07/12Z,35,-,TROPICAL STORM
