ADV,LAT,LON,TIME,WIND,PR,STAT
1,21.00,127.10,08/12/00Z,45,-,TROPICAL STORM
2,21.00,127.00,08/12/06Z,45,-,TROPICAL STORM
3,21.00,127.00,08/12/12Z,45,-,TROPICAL STORM
4,21.00,126.90,08/12/18Z,45,-,TROPICAL STORM
5,21.10,126.90,08/13/00Z,55,-,TROPICAL STORM
6,21.10,126.80,08/13/06Z,55,-,TROPICAL STORM
7,21.20,126.70,08/13/12Z,55,-,TROPICAL STORM
8,21.20,126.50,08/13/18Z,55,-,TROPICAL STORM
9,21.40,126.20,08/14/00Z,70,-,TYPHOON-1
10,21.80,125.70,08/14/06Z,90,-,TYPHOON-2
11,22.60,125.50,08/14/12Z,90,-,TYPHOON-2
12,23.30,126.10,08/14/18Z,95,-,TYPHOON-2
13,24.50,126.00,08/15/00Z,100,-,TYPHOON-3
14,24.80,125.80,08/15/06Z,100,-,TYPHOON-3
15,25.80,125.50,08/15/12Z,100,-,TYPHOON-3
16,27.20,126.50,08/15/18Z,100,-,TYPHOON-3
17,29.00,127.30,08/16/00Z,95,-,TYPHOON-2
18,30.70,127.80,08/16/06Z,90,-,TYPHOON-2
19,32.10,128.00,08/16/12Z,85,-,TYPHOON-2
20,33.20,129.00,08/16/18Z,80,-,TYPHOON-1
21,34.50,130.90,08/17/00Z,80,-,TYPHOON-1
22,36.00,132.80,08/17/06Z,80,-,TYPHOON-1
23,37.90,134.60,08/17/12Z,80,-,TYPHOON-1
24,38.50,137.00,08/17/18Z,65,-,TYPHOON-1
25,39.00,137.50,08/18/00Z,50,-,TROPICAL STORM
26,40.00,138.50,08/18/06Z,40,-,TROPICAL STORM
27,41.00,139.50,08/18/12Z,35,-,TROPICAL STORM
28,42.00,140.00,08/18/18Z,30,-,TROPICAL DEPRESSION
