ADV,LAT,LON,TIME,WIND,PR,STAT
1,20.20,144.60,07/27/00Z,35,-,TROPICAL STORM
2,20.20,143.50,07/27/06Z,45,-,TROPICAL STORM
3,20.10,143.00,07/27/12Z,70,-,TYPHOON-1
4,20.10,142.00,07/27/18Z,90,-,TYPHOON-2
5,20.10,141.00,07/28/00Z,95,-,TYPHOON-2
6,20.10,140.30,07/28/06Z,100,-,TYPHOON-3
7,20.20,139.40,07/28/12Z,110,-,TYPHOON-3
8,20.40,138.30,07/28/18Z,120,-,TYPHOON-4
9,20.50,137.30,07/29/00Z,130,-,TYPHOON-4
23,28.30,123.10,08/01/12Z,130,-,TYPHOON-4
24,29.40,122.20,08/01/18Z,130,-,TYPHOON-4
25,30.50,120.90,08/02/00Z,110,-,TYPHOON-3
26,31.00,119.90,08/02/06Z,70,-,TYPHOON-1
27,31.50,117.60,08/02/12Z,45,-,TROPICAL STORM
28,33.00,116.50,08/02/18Z,60,-,TROPICAL STORM
29,33.50,115.00,08/03/00Z,50,-,TROPICAL STORM
30,34.00,113.00,08/03/06Z,35,-,TROPICAL STORM
31,35.00,112.00,08/03/12Z,30,-,TROPICAL DEPRESSION
