ADV,LAT,LON,TIME,WIND,PR,STAT
5,15.60,170.10,10/16/00Z,30,-,TROPICAL DEPRESSION
6,15.70,169.60,10/16/06Z,35,-,TROPICAL STORM
7,15.80,169.00,10/16/12Z,35,-,TROPICAL STORM
8,15.80,167.80,10/16/18Z,50,-,TROPICAL STORM
9,15.80,166.50,10/17/00Z,60,-,TROPICAL STORM
10,15.90,165.50,10/17/06Z,70,-,TYPHOON-1
11,16.10,164.50,10/17/12Z,75,-,TYPHOON-1
12,16.40,162.90,10/17/18Z,85,-,TYPHOON-2
13,16.80,161.70,10/18/00Z,90,-,TYPHOON-2
14,17.40,160.80,10/18/06Z,95,-,TYPHOON-2
15,18.10,159.90,10/18/12Z,100,-,TYPHOON-3
16,18.90,158.80,10/18/18Z,100,-,TYPHOON-3
17,19.70,158.30,10/19/00Z,105,-,TYPHOON-3
18,20.90,158.00,10/19/06Z,100,-,TYPHOON-3
19,21.60,158.00,10/19/12Z,95,-,TYPHOON-2
20,22.30,158.20,10/19/18Z,90,-,TYPHOON-2
21,23.10,158.50,10/20/00Z,85,-,TYPHOON-2
22,23.70,159.00,10/20/06Z,75,-,TYPHOON-1
23,24.20,159.40,10/20/12Z,65,-,TYPHOON-1
24,24.50,159.80,10/20/18Z,60,-,TROPICAL STORM
25,24.80,160.60,10/21/00Z,60,-,TROPICAL STORM
26,25.10,161.50,10/21/06Z,60,-,TROPICAL STORM
27,25.50,162.60,10/21/12Z,55,-,TROPICAL STORM
28,25.70,163.20,10/21/18Z,50,-,TROPICAL STORM
29,25.80,163.80,10/22/00Z,45,-,TROPICAL STORM
30,25.60,163.70,10/22/06Z,40,-,TROPICAL STORM
31,25.50,163.50,10/22/12Z,35,-,TROPICAL STORM
32,25.40,163.30,10/22/18Z,35,-,TROPICAL STORM
33,25.30,163.00,10/23/00Z,30,-,TROPICAL DEPRESSION
34,25.10,162.00,10/23/06Z,30,-,TROPICAL DEPRESSION
35,24.90,160.80,10/23/12Z,30,-,TROPICAL DEPRESSION
36,24.70,159.70,10/23/18Z,30,-,TROPICAL DEPRESSION
37,24.40,158.20,10/24/00Z,30,-,TROPICAL DEPRESSION
38,23.80,156.80,10/24/06Z,35,-,TROPICAL STORM
39,23.00,153.80,10/24/12Z,35,-,TROPICAL STORM
40,22.80,151.20,10/24/18Z,35,-,TROPICAL STORM
41,22.00,148.90,10/25/00Z,30,-,TROPICAL DEPRESSION
42,21.00,146.50,10/25/06Z,30,-,TROPICAL DEPRESSION
43,20.20,144.20,10/25/12Z,25,-,TROPICAL DEPRESSION
44,19.20,141.80,10/25/18Z,25,-,TROPICAL DEPRESSION
45,18.30,139.60,10/26/00Z,30,-,TROPICAL DEPRESSION
46,17.30,137.30,10/26/06Z,30,-,TROPICAL DEPRESSION
47,16.40,135.10,10/26/12Z,25,-,TROPICAL DEPRESSION
48,15.40,133.00,10/26/18Z,25,-,TROPICAL DEPRESSION
49,14.80,131.90,10/27/00Z,25,-,TROPICAL DEPRESSION
50,14.50,131.70,10/27/06Z,25,-,TROPICAL DEPRESSION
51,14.20,131.30,10/27/12Z,20,-,TROPICAL DEPRESSION
52,13.80,130.80,10/27/18Z,20,-,TROPICAL DEPRESSION
53,13.60,130.60,10/28/00Z,20,-,TROPICAL DEPRESSION
54,13.30,130.30,10/28/06Z,20,-,TROPICAL DEPRESSION
55,13.00,130.00,10/28/12Z,20,-,TROPICAL DEPRESSION
56,12.70,129.40,10/28/18Z,20,-,TROPICAL DEPRESSION
57,12.20,128.90,10/29/00Z,20,-,TROPICAL DEPRESSION
