ADV,LAT,LON,TIME,WIND,PR,STAT
1,6.20,141.80,11/30/00Z,20,-,TROPICAL DEPRESSION
2,6.30,141.00,11/30/06Z,25,-,TROPICAL DEPRESSION
3,6.50,140.00,11/30/12Z,25,-,TROPICAL DEPRESSION
4,6.60,139.10,11/30/18Z,30,-,TROPICAL DEPRESSION
5,6.80,138.30,12/01/00Z,30,-,TROPICAL DEPRESSION
6,7.00,137.30,12/01/06Z,30,-,TROPICAL DEPRESSION
7,7.30,136.20,12/01/12Z,35,-,TROPICAL STORM
8,7.30,134.90,12/01/18Z,45,-,TROPICAL STORM
9,7.30,133.70,12/02/00Z,55,-,TROPICAL STORM
10,7.40,132.30,12/02/06Z,60,-,TROPICAL STORM
11,7.50,130.80,12/02/12Z,65,-,TYPHOON-1
12,7.70,129.20,12/02/18Z,65,-,TYPHOON-1
13,8.10,127.60,12/03/00Z,70,-,TYPHOON-1
14,8.50,126.30,12/03/06Z,75,-,TYPHOON-1
15,9.10,124.80,12/03/12Z,60,-,TROPICAL STORM
16,10.00,123.50,12/03/18Z,45,-,TROPICAL STORM
17,10.60,121.80,12/04/00Z,45,-,TROPICAL STORM
18,10.80,121.20,12/04/06Z,50,-,TROPICAL STORM
19,11.20,120.70,12/04/12Z,55,-,TROPICAL STORM
20,11.80,120.20,12/04/18Z,55,-,TROPICAL STORM
21,12.20,119.60,12/05/00Z,55,-,TROPICAL STORM
22,12.30,119.30,12/05/06Z,60,-,TROPICAL STORM
23,12.30,119.30,12/05/12Z,65,-,TYPHOON-1
24,12.30,119.10,12/05/18Z,70,-,TYPHOON-1
25,12.40,118.70,12/06/00Z,75,-,TYPHOON-1
26,12.50,118.40,12/06/06Z,90,-,TYPHOON-2
27,12.60,118.00,12/06/12Z,95,-,TYPHOON-2
28,12.80,117.60,12/06/18Z,100,-,TYPHOON-3
29,12.90,117.10,12/07/00Z,100,-,TYPHOON-3
30,13.20,116.50,12/07/06Z,100,-,TYPHOON-3
31,13.40,116.00,12/07/12Z,105,-,TYPHOON-3
32,13.70,115.50,12/07/18Z,105,-,TYPHOON-3
33,13.90,114.90,12/08/00Z,105,-,TYPHOON-3
34,13.90,114.20,12/08/06Z,100,-,TYPHOON-3
35,13.90,113.60,12/08/12Z,100,-,TYPHOON-3
36,13.90,113.20,12/08/18Z,95,-,TYPHOON-2
37,13.90,112.40,12/09/00Z,90,-,TYPHOON-2
38,13.90,111.50,12/09/06Z,90,-,TYPHOON-2
39,13.90,110.90,12/09/12Z,95,-,TYPHOON-2
40,14.00,110.00,12/09/18Z,100,-,TYPHOON-3
41,14.10,109.10,12/10/00Z,95,-,TYPHOON-2
42,14.40,108.50,12/10/06Z,40,-,TROPICAL STORM
43,14.50,107.60,12/10/12Z,30,-,TROPICAL DEPRESSION
44,14.50,106.50,12/10/18Z,30,-,TROPICAL DEPRESSION
45,14.50,105.30,12/11/00Z,25,-,TROPICAL DEPRESSION
46,14.60,104.30,12/11/06Z,25,-,TROPICAL DEPRESSION
47,14.70,103.40,12/11/12Z,20,-,TROPICAL DEPRESSION
48,15.00,102.80,12/11/18Z,20,-,TROPICAL DEPRESSION
49,15.20,101.80,12/12/00Z,20,-,TROPICAL DEPRESSION
