ADV,LAT,LON,TIME,WIND,PR,STAT
1,14.20,166.50,09/20/06Z,45,-,TROPICAL STORM
2,14.20,164.90,09/20/12Z,45,-,TROPICAL STORM
3,14.20,163.30,09/20/18Z,50,-,TROPICAL STORM
4,14.30,161.80,09/21/00Z,50,-,TROPICAL STORM
5,14.90,160.40,09/21/06Z,55,-,TROPICAL STORM
6,15.10,158.80,09/21/12Z,55,-,TROPICAL STORM
7,15.30,157.30,09/21/18Z,65,-,TYPHOON-1
8,15.50,155.30,09/22/00Z,70,-,TYPHOON-1
9,15.80,154.20,09/22/06Z,80,-,TYPHOON-1
10,16.40,153.30,09/22/12Z,90,-,TYPHOON-2
11,17.10,152.30,09/22/18Z,85,-,TYPHOON-2
12,17.70,151.10,09/23/00Z,85,-,TYPHOON-2
13,18.80,150.00,09/23/06Z,95,-,TYPHOON-2
14,19.80,149.00,09/23/12Z,105,-,TYPHOON-3
15,20.10,148.20,09/23/18Z,125,-,TYPHOON-4
18,23.10,145.30,09/24/12Z,130,-,TYPHOON-4
19,24.20,144.50,09/24/18Z,125,-,TYPHOON-4
20,25.30,144.00,09/25/00Z,120,-,TYPHOON-4
21,26.30,143.10,09/25/06Z,110,-,TYPHOON-3
22,27.30,142.40,09/25/12Z,100,-,TYPHOON-3
23,28.60,142.20,09/25/18Z,95,-,TYPHOON-2
24,29.70,142.40,09/26/00Z,95,-,TYPHOON-2
25,30.60,143.10,09/26/06Z,100,-,TYPHOON-3
26,31.30,144.30,09/26/12Z,100,-,TYPHOON-3
27,31.70,145.60,09/26/18Z,95,-,TYPHOON-2
28,32.30,146.90,09/27/00Z,95,-,TYPHOON-2
29,32.30,148.10,09/27/06Z,90,-,TYPHOON-2
30,32.60,149.50,09/27/12Z,90,-,TYPHOON-2
31,32.60,151.00,09/27/18Z,85,-,TYPHOON-2
32,32.50,152.30,09/28/00Z,85,-,TYPHOON-2
33,32.30,153.70,09/28/06Z,80,-,TYPHOON-1
34,31.90,155.20,09/28/12Z,80,-,TYPHOON-1
35,31.50,155.90,09/28/18Z,65,-,TYPHOON-1
36,31.00,156.60,09/29/00Z,60,-,TROPICAL STORM
37,30.80,156.50,09/29/06Z,50,-,TROPICAL STORM
