ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.40,111.00,10/04/00Z,45,-,TROPICAL STORM
2,15.60,111.40,10/04/06Z,50,-,TROPICAL STORM
3,16.00,111.80,10/04/12Z,55,-,TROPICAL STORM
4,16.40,112.20,10/04/18Z,55,-,TROPICAL STORM
5,17.00,112.50,10/05/00Z,65,-,TYPHOON-1
6,17.50,112.70,10/05/06Z,70,-,TYPHOON-1
7,18.00,112.90,10/05/12Z,75,-,TYPHOON-1
8,18.60,113.00,10/05/18Z,75,-,TYPHOON-1
9,19.30,113.30,10/06/00Z,85,-,TYPHOON-2
10,19.80,113.80,10/06/06Z,90,-,TYPHOON-2
11,20.00,113.90,10/06/12Z,100,-,TYPHOON-3
12,20.30,114.10,10/06/18Z,90,-,TYPHOON-2
13,20.60,114.40,10/07/00Z,80,-,TYPHOON-1
14,20.80,114.70,10/07/06Z,75,-,TYPHOON-1
15,21.00,115.00,10/07/12Z,65,-,TYPHOON-1
16,21.10,115.30,10/07/18Z,55,-,TROPICAL STORM
17,21.30,115.60,10/08/00Z,40,-,TROPICAL STORM
