ADV,LAT,LON,TIME,WIND,PR,STAT
1,5.10,161.00,05/14/00Z,15,-,TROPICAL DEPRESSION
2,5.20,160.30,05/14/06Z,15,-,TROPICAL DEPRESSION
3,5.20,159.60,05/14/12Z,15,-,TROPICAL DEPRESSION
4,5.20,158.80,05/14/18Z,15,-,TROPICAL DEPRESSION
5,5.10,157.90,05/15/00Z,15,-,TROPICAL DEPRESSION
6,5.10,157.00,05/15/06Z,15,-,TROPICAL DEPRESSION
7,5.10,156.10,05/15/12Z,15,-,TROPICAL DEPRESSION
8,5.20,155.10,05/15/18Z,15,-,TROPICAL DEPRESSION
9,5.30,154.10,05/16/00Z,15,-,TROPICAL DEPRESSION
10,5.40,153.20,05/16/06Z,15,-,TROPICAL DEPRESSION
11,5.70,152.30,05/16/12Z,15,-,TROPICAL DEPRESSION
12,6.20,151.30,05/16/18Z,15,-,TROPICAL DEPRESSION
13,6.60,150.50,05/17/00Z,15,-,TROPICAL DEPRESSION
14,7.10,149.20,05/17/06Z,15,-,TROPICAL DEPRESSION
15,7.70,148.60,05/17/12Z,15,-,TROPICAL DEPRESSION
16,8.30,147.90,05/17/18Z,15,-,TROPICAL DEPRESSION
17,9.00,147.20,05/18/00Z,15,-,TROPICAL DEPRESSION
18,9.80,146.50,05/18/06Z,15,-,TROPICAL DEPRESSION
19,10.30,146.00,05/18/12Z,15,-,TROPICAL DEPRESSION
20,10.80,145.90,05/18/18Z,15,-,TROPICAL DEPRESSION
21,11.00,145.30,05/19/00Z,15,-,TROPICAL DEPRESSION
22,11.00,144.70,05/19/06Z,15,-,TROPICAL DEPRESSION
23,11.00,143.80,05/19/12Z,15,-,TROPICAL DEPRESSION
24,11.00,142.70,05/19/18Z,15,-,TROPICAL DEPRESSION
25,10.70,141.20,05/20/00Z,15,-,TROPICAL DEPRESSION
26,10.30,140.40,05/20/06Z,15,-,TROPICAL DEPRESSION
27,9.60,137.90,05/20/12Z,15,-,TROPICAL DEPRESSION
28,9.00,136.70,05/20/18Z,15,-,TROPICAL DEPRESSION
29,8.50,135.50,05/21/00Z,15,-,TROPICAL DEPRESSION
30,7.90,134.50,05/21/06Z,15,-,TROPICAL DEPRESSION
31,7.60,133.30,05/21/12Z,15,-,TROPICAL DEPRESSION
32,7.70,132.20,05/21/18Z,15,-,TROPICAL DEPRESSION
33,7.90,131.30,05/22/00Z,15,-,TROPICAL DEPRESSION
34,8.10,130.80,05/22/06Z,15,-,TROPICAL DEPRESSION
35,8.30,130.30,05/22/12Z,15,-,TROPICAL DEPRESSION
36,8.80,129.70,05/22/18Z,15,-,TROPICAL DEPRESSION
37,9.20,129.30,05/23/00Z,15,-,TROPICAL DEPRESSION
38,9.70,128.70,05/23/06Z,15,-,TROPICAL DEPRESSION
39,10.20,128.30,05/23/12Z,20,-,TROPICAL DEPRESSION
40,10.70,127.60,05/23/18Z,25,-,TROPICAL DEPRESSION
41,11.10,126.80,05/24/00Z,25,-,TROPICAL DEPRESSION
42,11.50,124.80,05/24/06Z,25,-,TROPICAL DEPRESSION
43,11.90,123.40,05/24/12Z,30,-,TROPICAL DEPRESSION
44,12.30,121.90,05/24/18Z,30,-,TROPICAL DEPRESSION
45,12.70,120.40,05/25/00Z,25,-,TROPICAL DEPRESSION
46,13.10,118.90,05/25/06Z,25,-,TROPICAL DEPRESSION
47,13.60,117.30,05/25/12Z,25,-,TROPICAL DEPRESSION
48,14.10,115.70,05/25/18Z,25,-,TROPICAL DEPRESSION
49,14.60,114.10,05/26/00Z,25,-,TROPICAL DEPRESSION
50,15.00,112.50,05/26/06Z,25,-,TROPICAL DEPRESSION
51,15.40,110.90,05/26/12Z,25,-,TROPICAL DEPRESSION
52,15.70,109.30,05/26/18Z,25,-,TROPICAL DEPRESSION
53,16.00,107.50,05/27/00Z,20,-,TROPICAL DEPRESSION
