ADV,LAT,LON,TIME,WIND,PR,STAT
1,10.00,143.50,08/20/00Z,10,-,TROPICAL DEPRESSION
2,10.50,142.50,08/20/06Z,10,-,TROPICAL DEPRESSION
3,11.00,141.50,08/20/12Z,10,-,TROPICAL DEPRESSION
4,11.50,140.50,08/20/18Z,10,-,TROPICAL DEPRESSION
5,12.00,139.50,08/21/00Z,10,-,TROPICAL DEPRESSION
6,12.50,138.50,08/21/06Z,10,-,TROPICAL DEPRESSION
7,12.90,137.40,08/21/12Z,10,-,TROPICAL DEPRESSION
8,13.30,136.30,08/21/18Z,10,-,TROPICAL DEPRESSION
9,13.70,135.20,08/22/00Z,10,-,TROPICAL DEPRESSION
10,14.00,134.00,08/22/06Z,15,-,TROPICAL DEPRESSION
11,14.30,132.80,08/22/12Z,15,-,TROPICAL DEPRESSION
12,14.60,131.60,08/22/18Z,15,-,TROPICAL DEPRESSION
13,14.90,130.40,08/23/00Z,15,-,TROPICAL DEPRESSION
14,15.20,129.20,08/23/06Z,15,-,TROPICAL DEPRESSION
15,15.60,128.00,08/23/12Z,15,-,TROPICAL DEPRESSION
16,16.00,126.80,08/23/18Z,15,-,TROPICAL DEPRESSION
17,16.40,125.60,08/24/00Z,20,-,TROPICAL DEPRESSION
18,16.80,124.30,08/24/06Z,20,-,TROPICAL DEPRESSION
19,17.20,123.00,08/24/12Z,20,-,TROPICAL DEPRESSION
20,17.60,121.70,08/24/18Z,20,-,TROPICAL DEPRESSION
21,18.00,120.50,08/25/00Z,25,-,TROPICAL DEPRESSION
22,18.30,119.30,08/25/06Z,30,-,TROPICAL DEPRESSION
23,18.60,118.10,08/25/12Z,30,-,TROPICAL DEPRESSION
24,18.90,117.00,08/25/18Z,35,-,TROPICAL STORM
25,19.10,116.00,08/26/00Z,35,-,TROPICAL STORM
26,19.40,115.00,08/26/06Z,40,-,TROPICAL STORM
27,19.80,114.00,08/26/12Z,45,-,TROPICAL STORM
28,20.00,113.10,08/26/18Z,50,-,TROPICAL STORM
29,20.20,112.20,08/27/00Z,55,-,TROPICAL STORM
30,20.30,111.40,08/27/06Z,60,-,TROPICAL STORM
31,20.40,110.60,08/27/12Z,60,-,TROPICAL STORM
32,20.50,109.90,08/27/18Z,55,-,TROPICAL STORM
33,20.60,109.20,08/28/00Z,55,-,TROPICAL STORM
34,20.70,108.50,08/28/06Z,55,-,TROPICAL STORM
35,20.90,107.70,08/28/12Z,50,-,TROPICAL STORM
36,21.00,106.70,08/28/18Z,40,-,TROPICAL STORM
37,21.00,105.70,08/29/00Z,25,-,TROPICAL DEPRESSION
38,21.00,104.60,08/29/06Z,15,-,TROPICAL DEPRESSION
39,21.00,103.40,08/29/12Z,10,-,TROPICAL DEPRESSION
