ADV,LAT,LON,TIME,WIND,PR,STAT
1,9.20,140.50,04/08/06Z,25,-,TROPICAL DEPRESSION
2,9.50,140.30,04/08/12Z,25,-,TROPICAL DEPRESSION
3,9.70,140.10,04/08/18Z,25,-,TROPICAL DEPRESSION
4,10.10,139.80,04/09/00Z,25,-,TROPICAL DEPRESSION
5,10.70,139.50,04/09/06Z,30,-,TROPICAL DEPRESSION
6,11.40,139.10,04/09/12Z,30,-,TROPICAL DEPRESSION
7,11.70,138.70,04/09/18Z,30,-,TROPICAL DEPRESSION
8,11.90,138.20,04/10/00Z,30,-,TROPICAL DEPRESSION
9,12.00,137.80,04/10/06Z,30,-,TROPICAL DEPRESSION
10,12.20,137.20,04/10/12Z,30,-,TROPICAL DEPRESSION
11,12.30,136.80,04/10/18Z,30,-,TROPICAL DEPRESSION
12,12.50,136.10,04/11/00Z,30,-,TROPICAL DEPRESSION
13,12.60,135.50,04/11/06Z,30,-,TROPICAL DEPRESSION
14,12.80,135.00,04/11/12Z,35,-,TROPICAL STORM
15,13.00,134.70,04/11/18Z,35,-,TROPICAL STORM
16,13.20,134.00,04/12/00Z,35,-,TROPICAL STORM
17,13.40,133.30,04/12/06Z,40,-,TROPICAL STORM
18,13.60,132.70,04/12/12Z,40,-,TROPICAL STORM
19,14.00,132.20,04/12/18Z,45,-,TROPICAL STORM
20,14.40,131.60,04/13/00Z,45,-,TROPICAL STORM
21,14.90,131.10,04/13/06Z,50,-,TROPICAL STORM
22,15.60,130.40,04/13/12Z,60,-,TROPICAL STORM
23,16.20,129.40,04/13/18Z,65,-,TYPHOON-1
24,16.60,128.60,04/14/00Z,70,-,TYPHOON-1
25,17.30,128.00,04/14/06Z,75,-,TYPHOON-1
26,17.80,127.50,04/14/12Z,80,-,TYPHOON-1
27,18.00,127.00,04/14/18Z,85,-,TYPHOON-2
28,18.00,126.50,04/15/00Z,90,-,TYPHOON-2
29,18.00,126.00,04/15/06Z,90,-,TYPHOON-2
30,18.20,125.60,04/15/12Z,85,-,TYPHOON-2
31,18.60,125.50,04/15/18Z,85,-,TYPHOON-2
32,19.20,125.90,04/16/00Z,80,-,TYPHOON-1
33,19.70,126.20,04/16/06Z,75,-,TYPHOON-1
34,20.70,126.40,04/16/12Z,70,-,TYPHOON-1
35,21.40,126.70,04/16/18Z,65,-,TYPHOON-1
36,22.10,127.20,04/17/00Z,65,-,TYPHOON-1
37,23.20,127.90,04/17/06Z,60,-,TROPICAL STORM
38,24.20,129.20,04/17/12Z,50,-,TROPICAL STORM
39,25.20,130.80,04/17/18Z,40,-,TROPICAL STORM
40,25.70,132.10,04/18/00Z,35,-,TROPICAL STORM
41,26.10,133.00,04/18/06Z,35,-,TROPICAL STORM
