ADV,LAT,LON,TIME,WIND,PR,STAT
1,6.50,154.90,04/29/06Z,30,-,TROPICAL DEPRESSION
2,6.50,154.70,04/29/12Z,35,-,TROPICAL STORM
3,6.60,154.30,04/29/18Z,40,-,TROPICAL STORM
4,6.70,153.80,04/30/00Z,40,-,TROPICAL STORM
5,6.90,153.50,04/30/06Z,45,-,TROPICAL STORM
6,7.20,152.90,04/30/12Z,50,-,TROPICAL STORM
7,7.30,152.20,04/30/18Z,60,-,TROPICAL STORM
8,7.70,151.30,05/01/00Z,75,-,TYPHOON-1
9,8.30,150.40,05/01/06Z,95,-,TYPHOON-2
10,8.80,149.40,05/01/12Z,115,-,TYPHOON-4
11,9.30,148.30,05/01/18Z,130,-,TYPHOON-4
16,12.40,143.50,05/03/00Z,130,-,TYPHOON-4
22,16.20,142.60,05/04/12Z,130,-,TYPHOON-4
23,17.40,143.00,05/04/18Z,125,-,TYPHOON-4
24,18.40,143.50,05/05/00Z,120,-,TYPHOON-4
25,19.20,144.10,05/05/06Z,115,-,TYPHOON-4
26,20.30,144.70,05/05/12Z,110,-,TYPHOON-3
27,21.50,145.20,05/05/18Z,105,-,TYPHOON-3
28,22.50,145.70,05/06/00Z,95,-,TYPHOON-2
29,23.70,146.10,05/06/06Z,85,-,TYPHOON-2
30,24.70,146.50,05/06/12Z,80,-,TYPHOON-1
31,26.00,147.50,05/06/18Z,75,-,TYPHOON-1
32,28.00,149.40,05/07/00Z,65,-,TYPHOON-1
33,30.40,151.50,05/07/06Z,60,-,TROPICAL STORM
34,33.10,155.80,05/07/12Z,50,-,TROPICAL STORM
