ADV,LAT,LON,TIME,WIND,PR,STAT
1,7.90,166.80,03/22/12Z,40,-,TROPICAL STORM
2,8.30,165.90,03/22/18Z,40,-,TROPICAL STORM
3,8.90,165.10,03/23/00Z,40,-,TROPICAL STORM
4,9.80,164.50,03/23/06Z,30,-,TROPICAL DEPRESSION
5,11.20,164.20,03/23/12Z,20,-,TROPICAL DEPRESSION
6,12.30,164.00,03/23/18Z,20,-,TROPICAL DEPRESSION
7,13.50,163.30,03/24/00Z,20,-,TROPICAL DEPRESSION
8,14.50,162.60,03/24/06Z,30,-,TROPICAL DEPRESSION
9,15.50,161.80,03/24/12Z,35,-,TROPICAL STORM
10,16.40,161.10,03/24/18Z,55,-,TROPICAL STORM
11,17.40,160.50,03/25/00Z,60,-,TROPICAL STORM
12,18.30,159.70,03/25/06Z,60,-,TROPICAL STORM
13,19.20,158.90,03/25/12Z,60,-,TROPICAL STORM
14,20.40,158.30,03/25/18Z,60,-,TROPICAL STORM
15,21.60,158.30,03/26/00Z,70,-,TYPHOON-1
16,22.70,158.60,03/26/06Z,75,-,TYPHOON-1
17,23.40,158.20,03/26/12Z,75,-,TYPHOON-1
18,24.50,157.90,03/26/18Z,80,-,TYPHOON-1
19,24.80,158.70,03/27/00Z,85,-,TYPHOON-2
20,25.20,160.30,03/27/06Z,70,-,TYPHOON-1
21,25.60,161.70,03/27/12Z,60,-,TROPICAL STORM
22,25.90,163.20,03/27/18Z,40,-,TROPICAL STORM
23,26.40,164.50,03/28/00Z,25,-,TROPICAL DEPRESSION
24,27.00,165.00,03/28/06Z,30,-,TROPICAL DEPRESSION
25,27.20,166.00,03/28/12Z,25,-,TROPICAL DEPRESSION
26,27.50,167.00,03/28/18Z,25,-,TROPICAL DEPRESSION
