ADV,LAT,LON,TIME,WIND,PR,STAT
1,10.00,149.70,06/24/18Z,15,-,TROPICAL DEPRESSION
2,10.10,148.10,06/25/00Z,15,-,TROPICAL DEPRESSION
3,10.20,146.60,06/25/06Z,20,-,TROPICAL DEPRESSION
4,10.30,145.10,06/25/12Z,20,-,TROPICAL DEPRESSION
5,10.80,143.70,06/25/18Z,20,-,TROPICAL DEPRESSION
6,10.90,142.20,06/26/00Z,25,-,TROPICAL DEPRESSION
7,11.20,140.70,06/26/06Z,25,-,TROPICAL DEPRESSION
8,11.60,139.40,06/26/12Z,25,-,TROPICAL DEPRESSION
9,12.10,138.30,06/26/18Z,30,-,TROPICAL DEPRESSION
10,12.50,137.40,06/27/00Z,35,-,TROPICAL STORM
11,13.00,136.70,06/27/06Z,45,-,TROPICAL STORM
12,13.30,136.20,06/27/12Z,45,-,TROPICAL STORM
13,13.80,135.80,06/27/18Z,55,-,TROPICAL STORM
14,14.30,135.30,06/28/00Z,65,-,TYPHOON-1
15,14.90,135.00,06/28/06Z,65,-,TYPHOON-1
16,15.60,134.60,06/28/12Z,70,-,TYPHOON-1
17,16.40,134.20,06/28/18Z,75,-,TYPHOON-1
18,17.30,133.90,06/29/00Z,75,-,TYPHOON-1
19,18.30,133.40,06/29/06Z,70,-,TYPHOON-1
20,19.40,132.80,06/29/12Z,65,-,TYPHOON-1
21,20.70,132.00,06/29/18Z,65,-,TYPHOON-1
22,22.00,131.50,06/30/00Z,60,-,TROPICAL STORM
23,23.30,131.30,06/30/06Z,55,-,TROPICAL STORM
24,24.90,131.40,06/30/12Z,55,-,TROPICAL STORM
25,26.70,131.70,06/30/18Z,45,-,TROPICAL STORM
26,28.30,132.60,07/01/00Z,40,-,TROPICAL STORM
27,29.80,134.60,07/01/06Z,35,-,TROPICAL STORM
28,31.00,137.60,07/01/12Z,35,-,TROPICAL STORM
29,32.00,141.20,07/01/18Z,30,-,TROPICAL DEPRESSION
30,32.40,144.90,07/02/00Z,25,-,TROPICAL DEPRESSION
