ADV,LAT,LON,TIME,WIND,PR,STAT
1,8.60,129.70,01/09/00Z,25,-,TROPICAL DEPRESSION
2,8.90,130.00,01/09/06Z,30,-,TROPICAL DEPRESSION
3,9.20,130.30,01/09/12Z,30,-,TROPICAL DEPRESSION
4,9.50,130.60,01/09/18Z,35,-,TROPICAL STORM
5,9.90,130.90,01/10/00Z,45,-,TROPICAL STORM
6,10.40,131.60,01/10/06Z,50,-,TROPICAL STORM
7,11.00,132.30,01/10/12Z,50,-,TROPICAL STORM
8,11.70,132.90,01/10/18Z,55,-,TROPICAL STORM
9,12.30,133.60,01/11/00Z,45,-,TROPICAL STORM
10,12.70,134.60,01/11/06Z,40,-,TROPICAL STORM
11,13.10,135.60,01/11/12Z,30,-,TROPICAL DEPRESSION
12,13.40,136.70,01/11/18Z,30,-,TROPICAL DEPRESSION
13,13.80,137.80,01/12/00Z,30,-,TROPICAL DEPRESSION
14,14.30,138.80,01/12/06Z,30,-,TROPICAL DEPRESSION
15,14.70,139.80,01/12/12Z,30,-,TROPICAL DEPRESSION
16,14.90,141.20,01/12/18Z,30,-,TROPICAL DEPRESSION
17,14.90,142.60,01/13/00Z,30,-,TROPICAL DEPRESSION
18,15.20,143.80,01/13/06Z,30,-,TROPICAL DEPRESSION
19,16.80,147.00,01/13/12Z,25,-,TROPICAL DEPRESSION
20,17.40,149.80,01/13/18Z,25,-,TROPICAL DEPRESSION
21,18.00,152.00,01/14/00Z,25,-,TROPICAL DEPRESSION
22,18.80,154.70,01/14/06Z,25,-,TROPICAL DEPRESSION
23,20.00,157.00,01/14/12Z,25,-,TROPICAL DEPRESSION
