ADV,LAT,LON,TIME,WIND,PR,STAT
1,17.80,129.30,07/16/00Z,25,-,TROPICAL DEPRESSION
2,18.30,128.80,07/16/06Z,25,-,TROPICAL DEPRESSION
3,18.80,128.30,07/16/12Z,25,-,TROPICAL DEPRESSION
4,19.30,127.80,07/16/18Z,25,-,TROPICAL DEPRESSION
5,19.70,127.20,07/17/00Z,25,-,TROPICAL DEPRESSION
6,20.10,126.80,07/17/06Z,25,-,TROPICAL DEPRESSION
7,20.30,126.30,07/17/12Z,30,-,TROPICAL DEPRESSION
8,20.70,125.70,07/17/18Z,35,-,TROPICAL STORM
9,21.10,125.00,07/18/00Z,40,-,TROPICAL STORM
10,21.50,124.20,07/18/06Z,40,-,TROPICAL STORM
11,22.10,123.50,07/18/12Z,45,-,TROPICAL STORM
12,22.90,122.90,07/18/18Z,45,-,TROPICAL STORM
13,23.80,122.50,07/19/00Z,45,-,TROPICAL STORM
14,25.00,122.10,07/19/06Z,40,-,TROPICAL STORM
15,26.40,121.80,07/19/12Z,35,-,TROPICAL STORM
16,28.20,121.80,07/19/18Z,30,-,TROPICAL DEPRESSION
17,30.10,122.10,07/20/00Z,25,-,TROPICAL DEPRESSION
18,31.50,122.50,07/20/06Z,25,-,TROPICAL DEPRESSION
19,33.00,123.00,07/20/12Z,25,-,TROPICAL DEPRESSION
20,34.40,123.50,07/20/18Z,20,-,TROPICAL DEPRESSION
21,35.90,124.00,07/21/00Z,20,-,TROPICAL DEPRESSION
