ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.70,143.40,06/12/06Z,25,-,TROPICAL DEPRESSION
2,11.90,142.10,06/12/12Z,40,-,TROPICAL STORM
3,12.20,140.80,06/12/18Z,55,-,TROPICAL STORM
4,12.20,139.90,06/13/00Z,65,-,TYPHOON-1
5,12.30,139.20,06/13/06Z,70,-,TYPHOON-1
6,12.40,138.30,06/13/12Z,75,-,TYPHOON-1
7,12.50,137.70,06/13/18Z,80,-,TYPHOON-1
8,13.00,136.70,06/14/00Z,90,-,TYPHOON-2
9,13.50,135.60,06/14/06Z,80,-,TYPHOON-1
10,13.80,134.50,06/14/12Z,90,-,TYPHOON-2
11,13.90,133.30,06/14/18Z,95,-,TYPHOON-2
12,14.20,132.00,06/15/00Z,110,-,TYPHOON-3
13,14.50,131.00,06/15/06Z,120,-,TYPHOON-4
14,14.80,130.00,06/15/12Z,120,-,TYPHOON-4
15,15.30,129.00,06/15/18Z,130,-,TYPHOON-4
16,15.70,128.10,06/16/00Z,130,-,TYPHOON-4
17,16.20,127.20,06/16/06Z,130,-,TYPHOON-4
18,16.50,126.40,06/16/12Z,130,-,TYPHOON-4
19,16.60,125.20,06/16/18Z,130,-,TYPHOON-4
25,21.40,121.00,06/18/06Z,130,-,TYPHOON-4
26,22.50,121.20,06/18/12Z,120,-,TYPHOON-4
27,23.70,121.00,06/18/18Z,70,-,TYPHOON-1
28,25.30,121.30,06/19/00Z,40,-,TROPICAL STORM
29,27.30,122.80,06/19/06Z,50,-,TROPICAL STORM
30,29.20,125.30,06/19/12Z,55,-,TROPICAL STORM
31,31.40,128.50,06/19/18Z,50,-,TROPICAL STORM
32,33.00,131.00,06/20/00Z,40,-,TROPICAL STORM
33,35.00,132.50,06/20/06Z,30,-,TROPICAL DEPRESSION
34,37.00,135.00,06/20/12Z,20,-,TROPICAL DEPRESSION
