ADV,LAT,LON,TIME,WIND,PR,STAT
1,13.40,118.70,08/30/18Z,30,-,TROPICAL DEPRESSION
2,13.80,117.50,08/31/00Z,30,-,TROPICAL DEPRESSION
3,14.20,116.30,08/31/06Z,35,-,TROPICAL STORM
4,14.60,115.20,08/31/12Z,35,-,TROPICAL STORM
5,15.00,114.20,08/31/18Z,35,-,TROPICAL STORM
6,15.50,113.40,09/01/00Z,40,-,TROPICAL STORM
7,16.20,112.50,09/01/06Z,40,-,TROPICAL STORM
8,16.60,111.70,09/01/12Z,45,-,TROPICAL STORM
9,16.50,110.90,09/01/18Z,40,-,TROPICAL STORM
10,16.80,109.30,09/02/00Z,40,-,TROPICAL STORM
11,17.30,107.50,09/02/06Z,35,-,TROPICAL STORM
12,17.80,106.00,09/02/12Z,30,-,TROPICAL DEPRESSION
