ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.70,127.70,09/01/06Z,50,-,TROPICAL STORM
2,16.20,126.80,09/01/12Z,90,-,TYPHOON-2
3,16.60,125.90,09/01/18Z,90,-,TYPHOON-2
4,17.20,124.90,09/02/00Z,95,-,TYPHOON-2
5,17.70,123.90,09/02/06Z,95,-,TYPHOON-2
6,18.10,122.60,09/02/12Z,100,-,TYPHOON-3
7,18.70,121.60,09/02/18Z,65,-,TYPHOON-1
8,18.90,120.50,09/03/00Z,80,-,TYPHOON-1
9,19.00,119.60,09/03/06Z,90,-,TYPHOON-2
10,19.40,118.80,09/03/12Z,90,-,TYPHOON-2
11,19.30,117.70,09/03/18Z,90,-,TYPHOON-2
12,19.30,116.50,09/04/00Z,90,-,TYPHOON-2
13,19.90,115.30,09/04/06Z,90,-,TYPHOON-2
14,20.20,114.20,09/04/12Z,90,-,TYPHOON-2
15,20.40,113.20,09/04/18Z,90,-,TYPHOON-2
16,20.90,112.20,09/05/00Z,90,-,TYPHOON-2
17,21.30,111.00,09/05/06Z,75,-,TYPHOON-1
18,21.80,109.60,09/05/12Z,40,-,TROPICAL STORM
19,22.50,108.10,09/05/18Z,30,-,TROPICAL DEPRESSION
