ADV,LAT,LON,TIME,WIND,PR,STAT
1,3.00,143.30,03/14/00Z,20,1004,TROPICAL DEPRESSION
2,4.00,142.30,03/14/06Z,20,1004,TROPICAL DEPRESSION
3,5.20,141.50,03/14/12Z,20,1004,TROPICAL DEPRESSION
4,5.90,140.90,03/14/18Z,20,1004,TROPICAL DEPRESSION
5,6.50,140.20,03/15/00Z,20,1004,TROPICAL DEPRESSION
6,6.90,139.50,03/15/06Z,20,1004,TROPICAL DEPRESSION
7,7.00,138.70,03/15/12Z,25,1002,TROPICAL DEPRESSION
8,6.90,138.20,03/15/18Z,25,1002,TROPICAL DEPRESSION
9,6.60,137.90,03/16/00Z,25,1002,TROPICAL DEPRESSION
10,6.30,137.60,03/16/06Z,25,1002,TROPICAL DEPRESSION
11,5.90,137.10,03/16/12Z,30,1000,TROPICAL DEPRESSION
12,5.60,136.60,03/16/18Z,30,1000,TROPICAL DEPRESSION
13,5.50,135.90,03/17/00Z,30,1000,TROPICAL DEPRESSION
14,5.70,134.90,03/17/06Z,30,1000,TROPICAL DEPRESSION
15,6.20,133.90,03/17/12Z,30,1000,TROPICAL DEPRESSION
16,7.00,132.90,03/17/18Z,25,1002,TROPICAL DEPRESSION
17,7.80,131.70,03/18/00Z,25,1002,TROPICAL DEPRESSION
18,8.70,130.60,03/18/06Z,25,1002,TROPICAL DEPRESSION
19,9.60,129.70,03/18/12Z,30,1000,TROPICAL DEPRESSION
20,10.40,128.60,03/18/18Z,35,997,TROPICAL STORM
21,11.00,128.00,03/19/00Z,35,997,TROPICAL STORM
22,11.60,127.40,03/19/06Z,35,997,TROPICAL STORM
23,12.20,126.80,03/19/12Z,35,997,TROPICAL STORM
24,12.70,126.30,03/19/18Z,35,997,TROPICAL STORM
25,13.20,125.70,03/20/00Z,35,997,TROPICAL STORM
26,13.70,125.10,03/20/06Z,35,997,TROPICAL STORM
27,14.30,124.90,03/20/12Z,35,997,TROPICAL STORM
28,14.70,124.50,03/20/18Z,35,997,TROPICAL STORM
29,15.00,124.10,03/21/00Z,35,997,TROPICAL STORM
30,15.50,124.00,03/21/06Z,35,997,TROPICAL STORM
31,16.00,124.20,03/21/12Z,35,997,TROPICAL STORM
32,16.50,124.20,03/21/18Z,30,1000,TROPICAL DEPRESSION
33,16.90,124.20,03/22/00Z,25,1002,TROPICAL DEPRESSION
34,16.80,124.50,03/22/06Z,25,1004,TROPICAL DEPRESSION
35,16.70,124.90,03/22/12Z,25,1002,TROPICAL DEPRESSION
36,16.70,125.30,03/22/18Z,25,1002,TROPICAL DEPRESSION
37,17.00,125.60,03/23/00Z,20,1004,TROPICAL DEPRESSION
38,17.30,126.00,03/23/06Z,20,1004,TROPICAL DEPRESSION
39,17.90,126.10,03/23/12Z,20,1004,TROPICAL DEPRESSION
