ADV,LAT,LON,TIME,WIND,PR,STAT
1,9.30,172.30,08/17/00Z,15,1006,TROPICAL DEPRESSION
2,9.70,170.80,08/17/06Z,15,1006,TROPICAL DEPRESSION
3,10.20,169.40,08/17/12Z,15,1006,TROPICAL DEPRESSION
4,10.50,167.90,08/17/18Z,20,1004,TROPICAL DEPRESSION
5,10.90,166.40,08/18/00Z,20,1004,TROPICAL DEPRESSION
6,11.10,165.00,08/18/06Z,25,1002,TROPICAL DEPRESSION
7,11.40,163.90,08/18/12Z,25,1002,TROPICAL DEPRESSION
8,12.00,163.00,08/18/18Z,30,1000,TROPICAL DEPRESSION
9,12.40,162.00,08/19/00Z,30,1000,TROPICAL DEPRESSION
10,12.90,161.00,08/19/06Z,40,994,TROPICAL STORM
11,13.30,160.00,08/19/12Z,45,991,TROPICAL STORM
12,13.70,158.90,08/19/18Z,55,984,TROPICAL STORM
13,14.10,157.80,08/20/00Z,60,980,TROPICAL STORM
14,14.40,156.70,08/20/06Z,60,980,TROPICAL STORM
15,14.50,155.40,08/20/12Z,65,976,TYPHOON-1
16,14.60,154.20,08/20/18Z,65,976,TYPHOON-1
17,14.30,153.00,08/21/00Z,65,976,TYPHOON-1
18,14.20,151.70,08/21/06Z,70,972,TYPHOON-1
19,14.20,150.30,08/21/12Z,75,967,TYPHOON-1
20,14.20,148.90,08/21/18Z,90,954,TYPHOON-2
21,14.20,147.50,08/22/00Z,95,949,TYPHOON-2
22,14.30,146.40,08/22/06Z,115,927,TYPHOON-4
23,14.50,145.40,08/22/12Z,125,916,TYPHOON-4
37,23.50,136.10,08/26/00Z,130,910,TYPHOON-4
38,24.20,135.70,08/26/06Z,125,916,TYPHOON-4
39,24.90,135.30,08/26/12Z,115,927,TYPHOON-4
40,25.60,135.00,08/26/18Z,115,927,TYPHOON-4
41,26.20,134.80,08/27/00Z,105,938,TYPHOON-3
42,26.60,134.60,08/27/06Z,100,944,TYPHOON-3
43,26.90,134.30,08/27/12Z,105,938,TYPHOON-3
44,27.10,134.10,08/27/18Z,115,944,TYPHOON-4
45,27.30,133.80,08/28/00Z,115,927,TYPHOON-4
46,27.40,133.40,08/28/06Z,115,927,TYPHOON-4
47,27.60,132.70,08/28/12Z,110,933,TYPHOON-3
48,27.80,132.00,08/28/18Z,110,933,TYPHOON-3
49,28.20,131.20,08/29/00Z,105,938,TYPHOON-3
50,28.70,130.50,08/29/06Z,105,938,TYPHOON-3
51,29.40,130.00,08/29/12Z,95,949,TYPHOON-2
52,30.30,129.80,08/29/18Z,95,949,TYPHOON-2
53,31.60,130.20,08/30/00Z,90,954,TYPHOON-2
54,33.40,131.30,08/30/06Z,85,958,TYPHOON-2
55,34.90,133.10,08/30/12Z,75,967,TYPHOON-1
56,37.10,135.70,08/30/18Z,70,972,TYPHOON-1
57,40.10,139.20,08/31/00Z,55,984,TROPICAL STORM
58,43.10,143.10,08/31/06Z,50,987,TROPICAL STORM
59,46.80,144.90,08/31/12Z,40,994,TROPICAL STORM
