ADV,LAT,LON,TIME,WIND,PR,STAT
1,17.80,124.90,08/18/12Z,20,1007,TROPICAL DEPRESSION
2,18.00,124.70,08/18/18Z,30,1000,TROPICAL DEPRESSION
3,17.80,124.60,08/19/00Z,35,996,TROPICAL STORM
4,17.60,124.60,08/19/06Z,40,993,TROPICAL STORM
5,17.50,124.80,08/19/12Z,45,989,TROPICAL STORM
6,17.60,124.80,08/19/18Z,55,982,TROPICAL STORM
7,17.90,124.80,08/20/00Z,75,967,TYPHOON-1
8,18.40,124.90,08/20/06Z,95,952,TYPHOON-2
9,18.80,125.20,08/20/12Z,115,937,TYPHOON-4
10,19.50,125.30,08/20/18Z,115,937,TYPHOON-4
11,20.10,125.50,08/21/00Z,115,937,TYPHOON-4
12,21.00,125.40,08/21/06Z,115,937,TYPHOON-4
13,21.70,125.20,08/21/12Z,105,944,TYPHOON-3
14,21.90,124.90,08/21/18Z,95,952,TYPHOON-2
15,22.20,124.60,08/22/00Z,90,956,TYPHOON-2
16,22.40,124.40,08/22/06Z,90,956,TYPHOON-2
17,22.50,124.20,08/22/12Z,90,956,TYPHOON-2
18,22.60,123.90,08/22/18Z,90,956,TYPHOON-2
19,22.60,123.60,08/23/00Z,90,956,TYPHOON-2
20,22.70,123.10,08/23/06Z,110,941,TYPHOON-3
21,22.70,122.40,08/23/12Z,120,933,TYPHOON-4
22,22.50,121.50,08/23/18Z,115,937,TYPHOON-4
23,22.20,120.60,08/24/00Z,100,948,TYPHOON-3
24,22.30,120.00,08/24/06Z,85,959,TYPHOON-2
25,22.60,119.50,08/24/12Z,80,963,TYPHOON-1
26,22.50,118.90,08/24/18Z,75,967,TYPHOON-1
27,22.60,118.30,08/25/00Z,75,967,TYPHOON-1
28,22.30,117.80,08/25/06Z,75,967,TYPHOON-1
29,21.90,117.00,08/25/12Z,75,967,TYPHOON-1
30,21.40,116.70,08/25/18Z,80,963,TYPHOON-1
31,21.00,116.80,08/26/00Z,85,959,TYPHOON-2
32,20.90,116.70,08/26/06Z,95,952,TYPHOON-2
33,20.60,117.10,08/26/12Z,90,956,TYPHOON-2
34,20.50,117.60,08/26/18Z,85,959,TYPHOON-2
35,20.50,118.10,08/27/00Z,75,967,TYPHOON-1
36,20.80,118.90,08/27/06Z,70,970,TYPHOON-1
37,21.30,119.90,08/27/12Z,70,970,TYPHOON-1
38,22.00,121.00,08/27/18Z,60,978,TROPICAL STORM
39,22.90,122.00,08/28/00Z,55,982,TROPICAL STORM
40,24.00,122.90,08/28/06Z,55,982,TROPICAL STORM
41,25.30,123.50,08/28/12Z,55,982,TROPICAL STORM
42,26.60,123.80,08/28/18Z,50,985,TROPICAL STORM
43,27.80,124.00,08/29/00Z,50,985,TROPICAL STORM
44,29.00,124.30,08/29/06Z,50,985,TROPICAL STORM
45,30.40,124.70,08/29/12Z,50,985,TROPICAL STORM
46,32.30,125.10,08/29/18Z,50,985,TROPICAL STORM
47,34.00,126.20,08/30/00Z,40,993,TROPICAL STORM
48,35.30,127.60,08/30/06Z,35,996,TROPICAL STORM
49,36.80,128.50,08/30/12Z,30,1000,TROPICAL DEPRESSION
