ADV,LAT,LON,TIME,WIND,PR,STAT
1,18.00,133.00,08/27/06Z,25,-,TROPICAL DEPRESSION
2,19.10,132.40,08/27/12Z,30,-,TROPICAL DEPRESSION
3,20.00,131.50,08/27/18Z,35,-,TROPICAL STORM
4,20.70,130.50,08/28/00Z,40,-,TROPICAL STORM
5,21.50,129.40,08/28/06Z,50,-,TROPICAL STORM
6,22.20,128.10,08/28/12Z,60,-,TROPICAL STORM
7,22.70,126.70,08/28/18Z,65,-,TYPHOON-1
8,23.20,125.30,08/29/00Z,70,-,TYPHOON-1
9,23.60,123.90,08/29/06Z,65,-,TYPHOON-1
10,23.90,122.60,08/29/12Z,60,-,TROPICAL STORM
11,24.10,121.40,08/29/18Z,45,-,TROPICAL STORM
12,24.30,119.50,08/30/00Z,35,-,TROPICAL STORM
13,24.30,118.00,08/30/06Z,30,-,TROPICAL DEPRESSION
14,24.00,116.50,08/30/12Z,20,-,TROPICAL DEPRESSION
