ADV,LAT,LON,TIME,WIND,PR,STAT
1,10.90,141.30,10/12/06Z,45,-,TROPICAL STORM
2,11.20,140.30,10/12/12Z,50,-,TROPICAL STORM
3,11.30,139.40,10/12/18Z,55,-,TROPICAL STORM
4,11.20,138.70,10/13/00Z,60,-,TROPICAL STORM
5,11.30,137.80,10/13/06Z,65,-,TYPHOON-1
6,11.70,137.00,10/13/12Z,75,-,TYPHOON-1
7,12.00,136.20,10/13/18Z,90,-,TYPHOON-2
8,12.40,135.60,10/14/00Z,110,-,TYPHOON-3
9,13.00,134.80,10/14/06Z,130,-,TYPHOON-4
16,15.80,126.60,10/16/00Z,130,-,TYPHOON-4
17,16.50,125.30,10/16/06Z,120,-,TYPHOON-4
18,17.30,124.10,10/16/12Z,110,-,TYPHOON-3
19,17.80,122.70,10/16/18Z,110,-,TYPHOON-3
20,17.90,121.70,10/17/00Z,100,-,TYPHOON-3
21,18.20,121.20,10/17/06Z,90,-,TYPHOON-2
22,18.70,120.60,10/17/12Z,75,-,TYPHOON-1
23,18.90,119.60,10/17/18Z,75,-,TYPHOON-1
24,18.90,118.60,10/18/00Z,70,-,TYPHOON-1
25,19.00,117.40,10/18/06Z,70,-,TYPHOON-1
26,19.10,116.10,10/18/12Z,65,-,TYPHOON-1
27,19.20,114.70,10/18/18Z,60,-,TROPICAL STORM
28,19.60,113.40,10/19/00Z,50,-,TROPICAL STORM
29,20.30,112.10,10/19/06Z,40,-,TROPICAL STORM
30,20.70,110.60,10/19/12Z,30,-,TROPICAL DEPRESSION
31,20.80,109.30,10/19/18Z,25,-,TROPICAL DEPRESSION
32,20.80,108.30,10/20/00Z,20,-,TROPICAL DEPRESSION
