ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.20,151.00,10/07/18Z,15,-,TROPICAL DEPRESSION
2,11.00,149.80,10/08/00Z,15,-,TROPICAL DEPRESSION
3,10.90,148.70,10/08/06Z,15,-,TROPICAL DEPRESSION
4,10.90,147.30,10/08/12Z,20,-,TROPICAL DEPRESSION
5,10.80,145.80,10/08/18Z,20,-,TROPICAL DEPRESSION
6,10.80,144.40,10/09/00Z,20,-,TROPICAL DEPRESSION
7,10.80,143.20,10/09/06Z,20,-,TROPICAL DEPRESSION
8,10.80,142.40,10/09/12Z,25,-,TROPICAL DEPRESSION
9,10.80,141.80,10/09/18Z,25,-,TROPICAL DEPRESSION
10,10.80,141.20,10/10/00Z,30,-,TROPICAL DEPRESSION
11,10.80,140.30,10/10/06Z,35,-,TROPICAL STORM
12,10.60,139.30,10/10/12Z,40,-,TROPICAL STORM
13,10.70,138.20,10/10/18Z,45,-,TROPICAL STORM
14,10.70,137.20,10/11/00Z,50,-,TROPICAL STORM
15,10.70,136.00,10/11/06Z,55,-,TROPICAL STORM
16,10.90,134.80,10/11/12Z,60,-,TROPICAL STORM
17,11.10,133.60,10/11/18Z,75,-,TYPHOON-1
18,11.40,132.40,10/12/00Z,90,-,TYPHOON-2
19,12.20,131.20,10/12/06Z,100,-,TYPHOON-3
20,12.90,129.90,10/12/12Z,110,-,TYPHOON-3
21,13.80,128.70,10/12/18Z,125,-,TYPHOON-4
27,17.40,122.00,10/14/06Z,120,-,TYPHOON-4
28,17.70,121.40,10/14/12Z,100,-,TYPHOON-3
29,18.20,121.10,10/14/18Z,90,-,TYPHOON-2
30,19.00,120.90,10/15/00Z,85,-,TYPHOON-2
31,20.10,121.00,10/15/06Z,90,-,TYPHOON-2
32,21.20,121.10,10/15/12Z,80,-,TYPHOON-1
33,22.40,121.30,10/15/18Z,80,-,TYPHOON-1
34,23.80,121.90,10/16/00Z,80,-,TYPHOON-1
35,25.30,122.80,10/16/06Z,85,-,TYPHOON-2
36,26.50,124.60,10/16/12Z,80,-,TYPHOON-1
37,27.50,126.50,10/16/18Z,70,-,TYPHOON-1
38,29.00,128.20,10/17/00Z,70,-,TYPHOON-1
39,30.70,130.10,10/17/06Z,70,-,TYPHOON-1
40,33.10,132.70,10/17/12Z,65,-,TYPHOON-1
41,36.00,135.50,10/17/18Z,65,-,TYPHOON-1
42,40.40,137.90,10/18/00Z,60,-,TROPICAL STORM
43,43.70,141.10,10/18/06Z,50,-,TROPICAL STORM
44,45.80,145.00,10/18/12Z,50,-,TROPICAL STORM
