ADV,LAT,LON,TIME,WIND,PR,STAT
1,9.80,145.10,07/11/00Z,20,-,TROPICAL DEPRESSION
2,9.80,143.60,07/11/06Z,30,-,TROPICAL DEPRESSION
3,10.10,142.30,07/11/12Z,40,-,TROPICAL STORM
4,10.80,140.80,07/11/18Z,45,-,TROPICAL STORM
5,11.90,139.40,07/12/00Z,50,-,TROPICAL STORM
6,13.20,137.90,07/12/06Z,55,-,TROPICAL STORM
7,14.20,136.00,07/12/12Z,55,-,TROPICAL STORM
8,15.00,134.10,07/12/18Z,55,-,TROPICAL STORM
9,15.90,132.40,07/13/00Z,60,-,TROPICAL STORM
10,17.00,131.30,07/13/06Z,65,-,TYPHOON-1
11,18.30,130.30,07/13/12Z,70,-,TYPHOON-1
12,19.20,129.00,07/13/18Z,75,-,TYPHOON-1
13,20.00,127.60,07/14/00Z,80,-,TYPHOON-1
14,21.10,126.60,07/14/06Z,75,-,TYPHOON-1
15,21.90,125.80,07/14/12Z,60,-,TROPICAL STORM
16,22.60,125.20,07/14/18Z,50,-,TROPICAL STORM
17,23.40,124.70,07/15/00Z,40,-,TROPICAL STORM
18,24.20,124.40,07/15/06Z,30,-,TROPICAL DEPRESSION
19,25.10,124.10,07/15/12Z,25,-,TROPICAL DEPRESSION
