ADV,LAT,LON,TIME,WIND,PR,STAT
1,5.80,153.40,12/08/18Z,30,-,TROPICAL DEPRESSION
2,6.10,151.80,12/09/00Z,45,-,TROPICAL STORM
3,6.20,150.20,12/09/06Z,65,-,TYPHOON-1
4,6.30,148.40,12/09/12Z,75,-,TYPHOON-1
5,6.60,146.70,12/09/18Z,80,-,TYPHOON-1
6,6.70,145.10,12/10/00Z,85,-,TYPHOON-2
7,7.20,143.40,12/10/06Z,95,-,TYPHOON-2
8,7.50,141.80,12/10/12Z,100,-,TYPHOON-3
9,7.60,140.10,12/10/18Z,105,-,TYPHOON-3
10,7.80,138.70,12/11/00Z,110,-,TYPHOON-3
11,8.10,137.20,12/11/06Z,120,-,TYPHOON-4
12,8.30,135.90,12/11/12Z,130,-,TYPHOON-4
24,15.20,122.40,12/14/12Z,100,-,TYPHOON-3
25,15.50,121.40,12/14/18Z,75,-,TYPHOON-1
26,15.30,120.50,12/15/00Z,45,-,TROPICAL STORM
27,14.80,120.80,12/15/06Z,40,-,TROPICAL STORM
28,15.40,120.90,12/15/12Z,40,-,TROPICAL STORM
29,16.20,120.40,12/15/18Z,40,-,TROPICAL STORM
30,17.10,120.30,12/16/00Z,35,-,TROPICAL STORM
