ADV,LAT,LON,TIME,WIND,PR,STAT
1,8.50,151.80,08/08/06Z,60,-,TROPICAL STORM
2,9.00,151.00,08/08/12Z,60,-,TROPICAL STORM
3,9.30,150.40,08/08/18Z,80,-,TYPHOON-1
4,9.60,149.70,08/09/00Z,80,-,TYPHOON-1
5,10.00,149.00,08/09/06Z,85,-,TYPHOON-2
6,10.90,148.10,08/09/12Z,85,-,TYPHOON-2
7,11.80,147.10,08/09/18Z,85,-,TYPHOON-2
8,12.90,146.00,08/10/00Z,85,-,TYPHOON-2
9,13.80,145.00,08/10/06Z,75,-,TYPHOON-1
10,13.90,143.80,08/10/12Z,75,-,TYPHOON-1
11,14.30,143.10,08/10/18Z,100,-,TYPHOON-3
12,14.70,142.40,08/11/00Z,120,-,TYPHOON-4
13,15.20,141.80,08/11/06Z,120,-,TYPHOON-4
14,15.40,141.70,08/11/12Z,140,-,SUPER TYPHOON-5
15,16.20,141.30,08/11/18Z,160,-,SUPER TYPHOON-5
16,16.80,140.90,08/12/00Z,160,-,SUPER TYPHOON-5
17,17.30,139.90,08/12/06Z,160,-,SUPER TYPHOON-5
18,17.80,138.50,08/12/12Z,160,-,SUPER TYPHOON-5
19,18.20,137.80,08/12/18Z,160,-,SUPER TYPHOON-5
20,18.50,137.10,08/13/00Z,160,-,SUPER TYPHOON-5
21,19.20,136.30,08/13/06Z,160,-,SUPER TYPHOON-5
22,20.00,135.30,08/13/12Z,160,-,SUPER TYPHOON-5
23,20.40,134.00,08/13/18Z,160,-,SUPER TYPHOON-5
24,20.50,133.10,08/14/00Z,160,-,SUPER TYPHOON-5
25,20.80,132.70,08/14/06Z,150,-,SUPER TYPHOON-5
26,21.40,131.70,08/14/12Z,150,-,SUPER TYPHOON-5
27,21.80,130.30,08/14/18Z,150,-,SUPER TYPHOON-5
28,22.50,129.50,08/15/00Z,135,-,SUPER TYPHOON-4
29,23.40,128.80,08/15/06Z,135,-,SUPER TYPHOON-4
30,23.80,127.30,08/15/12Z,135,-,SUPER TYPHOON-4
31,24.30,126.40,08/15/18Z,135,-,SUPER TYPHOON-4
32,25.10,125.00,08/16/00Z,130,-,TYPHOON-4
33,26.70,123.60,08/16/06Z,120,-,TYPHOON-4
34,27.90,122.40,08/16/12Z,120,-,TYPHOON-4
35,28.30,121.10,08/16/18Z,120,-,TYPHOON-4
36,28.50,120.00,08/17/00Z,100,-,TYPHOON-3
37,29.00,118.50,08/17/06Z,90,-,TYPHOON-2
38,29.50,118.00,08/17/12Z,75,-,TYPHOON-1
39,30.10,117.80,08/17/18Z,60,-,TROPICAL STORM
40,31.20,118.00,08/18/00Z,50,-,TROPICAL STORM
41,32.20,118.10,08/18/06Z,40,-,TROPICAL STORM
42,33.00,118.00,08/18/12Z,30,-,"TROPICAL DEPRESSION
"
