ADV,LAT,LON,TIME,WIND,PR,STAT
1,21.50,122.20,10/03/12Z,40,-,TROPICAL STORM
2,22.00,124.00,10/03/18Z,40,-,TROPICAL STORM
3,22.50,125.50,10/04/00Z,50,-,TROPICAL STORM
4,22.60,126.50,10/04/06Z,60,-,TROPICAL STORM
5,22.50,127.50,10/04/12Z,60,-,TROPICAL STORM
6,22.60,128.40,10/04/18Z,60,-,TROPICAL STORM
7,22.50,130.50,10/05/00Z,60,-,TROPICAL STORM
8,23.00,132.50,10/05/06Z,60,-,TROPICAL STORM
9,24.00,135.00,10/05/12Z,60,-,TROPICAL STORM
10,25.40,137.50,10/05/18Z,70,-,TYPHOON-1
11,26.50,139.00,10/06/00Z,75,-,TYPHOON-1
12,27.20,142.00,10/06/06Z,75,-,TYPHOON-1
13,28.50,144.00,10/06/12Z,100,-,TYPHOON-3
14,29.80,146.20,10/06/18Z,70,-,TYPHOON-1
15,31.00,148.10,10/07/00Z,50,-,TROPICAL STORM
16,31.50,150.00,10/07/06Z,45,-,TROPICAL STORM
17,32.00,151.50,10/07/12Z,40,-,TROPICAL STORM
18,33.00,154.50,10/07/18Z,35,-,TROPICAL STORM
19,34.00,156.50,10/08/00Z,30,-,TROPICAL DEPRESSION
