ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.10,135.80,10/19/06Z,25,-,TROPICAL DEPRESSION
2,11.40,135.10,10/19/12Z,25,-,TROPICAL DEPRESSION
3,11.70,134.50,10/19/18Z,25,-,TROPICAL DEPRESSION
4,12.00,133.90,10/20/00Z,25,-,TROPICAL DEPRESSION
5,12.20,133.40,10/20/06Z,30,-,TROPICAL DEPRESSION
6,12.40,132.80,10/20/12Z,30,-,TROPICAL DEPRESSION
7,12.70,132.40,10/20/18Z,30,-,TROPICAL DEPRESSION
8,13.10,132.10,10/21/00Z,30,-,TROPICAL DEPRESSION
9,13.50,132.00,10/21/06Z,30,-,TROPICAL DEPRESSION
10,14.00,132.00,10/21/12Z,30,-,TROPICAL DEPRESSION
11,14.30,132.20,10/21/18Z,30,-,TROPICAL DEPRESSION
12,14.60,132.30,10/22/00Z,35,-,TROPICAL STORM
13,14.80,132.50,10/22/06Z,40,-,TROPICAL STORM
14,15.10,132.70,10/22/12Z,45,-,TROPICAL STORM
15,15.40,132.80,10/22/18Z,50,-,TROPICAL STORM
16,15.60,132.80,10/23/00Z,55,-,TROPICAL STORM
17,15.80,132.50,10/23/06Z,65,-,TYPHOON-1
18,15.60,132.30,10/23/12Z,70,-,TYPHOON-1
19,15.30,132.40,10/23/18Z,70,-,TYPHOON-1
20,15.60,131.80,10/24/00Z,70,-,TYPHOON-1
21,15.80,131.00,10/24/06Z,80,-,TYPHOON-1
22,15.80,130.10,10/24/12Z,80,-,TYPHOON-1
23,15.60,129.20,10/24/18Z,90,-,TYPHOON-2
24,15.50,128.40,10/25/00Z,90,-,TYPHOON-2
25,15.50,127.40,10/25/06Z,90,-,TYPHOON-2
26,15.80,126.50,10/25/12Z,100,-,TYPHOON-3
27,16.30,126.00,10/25/18Z,100,-,TYPHOON-3
28,16.50,125.60,10/26/00Z,100,-,TYPHOON-3
29,16.80,125.30,10/26/06Z,110,-,TYPHOON-3
30,17.00,125.20,10/26/12Z,110,-,TYPHOON-3
31,17.50,125.20,10/26/18Z,110,-,TYPHOON-3
32,17.90,125.60,10/27/00Z,115,-,TYPHOON-4
33,18.30,126.00,10/27/06Z,115,-,TYPHOON-4
34,18.60,126.60,10/27/12Z,110,-,TYPHOON-3
35,19.30,127.50,10/27/18Z,110,-,TYPHOON-3
36,20.10,128.40,10/28/00Z,110,-,TYPHOON-3
37,21.00,129.30,10/28/06Z,105,-,TYPHOON-3
38,21.80,130.40,10/28/12Z,100,-,TYPHOON-3
39,22.40,131.70,10/28/18Z,100,-,TYPHOON-3
40,23.00,132.70,10/29/00Z,90,-,TYPHOON-2
41,24.10,133.80,10/29/06Z,90,-,TYPHOON-2
42,25.20,135.20,10/29/12Z,80,-,TYPHOON-1
43,26.20,137.20,10/29/18Z,80,-,TYPHOON-1
44,27.60,139.30,10/30/00Z,70,-,TYPHOON-1
45,30.00,142.20,10/30/06Z,70,-,TYPHOON-1
46,32.30,146.10,10/30/12Z,60,-,TROPICAL STORM
47,35.20,150.20,10/30/18Z,60,-,TROPICAL STORM
