ADV,LAT,LON,TIME,WIND,PR,STAT
1,12.20,154.50,11/29/18Z,15,-,TROPICAL DEPRESSION
2,13.60,154.60,11/30/00Z,15,-,TROPICAL DEPRESSION
3,14.90,154.60,11/30/06Z,15,-,TROPICAL DEPRESSION
4,16.20,154.20,11/30/12Z,20,-,TROPICAL DEPRESSION
5,17.40,153.30,11/30/18Z,25,-,TROPICAL DEPRESSION
6,18.50,152.30,12/01/00Z,25,-,TROPICAL DEPRESSION
7,19.70,151.60,12/01/06Z,30,-,TROPICAL DEPRESSION
8,20.90,150.70,12/01/12Z,30,-,TROPICAL DEPRESSION
9,22.50,150.00,12/01/18Z,30,-,TROPICAL DEPRESSION
10,24.20,149.80,12/02/00Z,30,-,TROPICAL DEPRESSION
11,26.70,150.50,12/02/06Z,30,-,TROPICAL DEPRESSION
12,28.20,152.10,12/02/12Z,15,-,TROPICAL DEPRESSION
