ADV,LAT,LON,TIME,WIND,PR,STAT
1,26.10,163.90,07/12/00Z,25,-,TROPICAL DEPRESSION
2,26.90,163.10,07/12/06Z,25,-,TROPICAL DEPRESSION
3,27.40,162.60,07/12/12Z,30,-,TROPICAL DEPRESSION
4,28.10,161.60,07/12/18Z,35,-,TROPICAL STORM
5,28.70,160.90,07/13/00Z,40,-,TROPICAL STORM
6,29.30,160.40,07/13/06Z,50,-,TROPICAL STORM
7,29.80,160.20,07/13/12Z,45,-,TROPICAL STORM
8,30.50,160.40,07/13/18Z,45,-,TROPICAL STORM
9,31.00,160.70,07/14/00Z,40,-,TROPICAL STORM
10,31.70,161.60,07/14/06Z,35,-,TROPICAL STORM
11,32.70,163.00,07/14/12Z,35,-,TROPICAL STORM
12,33.50,165.20,07/14/18Z,40,-,TROPICAL STORM
13,34.50,168.00,07/15/00Z,45,-,TROPICAL STORM
14,36.30,170.50,07/15/06Z,55,-,TROPICAL STORM
15,38.00,173.00,07/15/12Z,45,-,TROPICAL STORM
