ADV,LAT,LON,TIME,WIND,PR,STAT
1,21.20,109.30,08/31/00Z,25,-,TROPICAL DEPRESSION
2,20.90,108.90,08/31/06Z,30,-,TROPICAL DEPRESSION
3,20.50,108.60,08/31/12Z,30,-,TROPICAL DEPRESSION
4,20.10,108.30,08/31/18Z,30,-,TROPICAL DEPRESSION
5,19.80,108.00,09/01/00Z,30,-,TROPICAL DEPRESSION
6,19.40,107.40,09/01/06Z,30,-,TROPICAL DEPRESSION
7,19.20,106.80,09/01/12Z,30,-,TROPICAL DEPRESSION
8,19.20,106.40,09/01/18Z,30,-,TROPICAL DEPRESSION
9,19.40,105.90,09/02/00Z,30,-,TROPICAL DEPRESSION
10,19.70,105.50,09/02/06Z,25,-,TROPICAL DEPRESSION
11,20.20,105.00,09/02/12Z,15,-,TROPICAL DEPRESSION
12,20.10,104.60,09/02/18Z,15,-,TROPICAL DEPRESSION
13,20.00,104.20,09/03/00Z,15,-,TROPICAL DEPRESSION
