ADV,LAT,LON,TIME,WIND,PR,STAT
1,18.30,123.50,07/23/18Z,20,-,TROPICAL DEPRESSION
2,18.70,124.10,07/24/00Z,20,-,TROPICAL DEPRESSION
3,19.40,124.80,07/24/06Z,20,-,TROPICAL DEPRESSION
4,20.40,125.20,07/24/12Z,20,-,TROPICAL DEPRESSION
5,21.30,126.10,07/24/18Z,20,-,TROPICAL DEPRESSION
6,22.20,127.00,07/25/00Z,20,-,TROPICAL DEPRESSION
7,23.30,127.80,07/25/06Z,25,-,TROPICAL DEPRESSION
8,24.10,128.60,07/25/12Z,30,-,TROPICAL DEPRESSION
9,26.20,128.20,07/25/18Z,30,-,TROPICAL DEPRESSION
10,27.50,128.80,07/26/00Z,35,-,TROPICAL STORM
11,28.90,128.80,07/26/06Z,40,-,TROPICAL STORM
12,30.40,128.40,07/26/12Z,40,-,TROPICAL STORM
13,32.00,127.90,07/26/18Z,40,-,TROPICAL STORM
14,33.70,127.30,07/27/00Z,35,-,TROPICAL STORM
15,34.70,126.90,07/27/06Z,30,-,TROPICAL DEPRESSION
16,35.80,126.50,07/27/12Z,25,-,TROPICAL DEPRESSION
17,36.50,126.20,07/27/18Z,25,-,TROPICAL DEPRESSION
18,37.10,126.40,07/28/00Z,20,-,TROPICAL DEPRESSION
19,37.30,126.80,07/28/06Z,15,-,TROPICAL DEPRESSION
20,37.50,127.90,07/28/12Z,15,-,TROPICAL DEPRESSION
