ADV,LAT,LON,TIME,WIND,PR,STAT
1,7.90,116.00,12/07/12Z,20,-,TROPICAL DEPRESSION
2,7.90,115.40,12/07/18Z,20,-,TROPICAL DEPRESSION
3,7.90,114.90,12/08/00Z,20,-,TROPICAL DEPRESSION
4,7.90,114.60,12/08/06Z,20,-,TROPICAL DEPRESSION
5,7.80,114.10,12/08/12Z,20,-,TROPICAL DEPRESSION
6,7.70,113.60,12/08/18Z,20,-,TROPICAL DEPRESSION
7,7.60,113.20,12/09/00Z,20,-,TROPICAL DEPRESSION
8,7.50,112.80,12/09/06Z,20,-,TROPICAL DEPRESSION
9,7.50,112.40,12/09/12Z,20,-,TROPICAL DEPRESSION
10,7.50,112.00,12/09/18Z,25,-,TROPICAL DEPRESSION
11,7.50,111.10,12/10/00Z,30,-,TROPICAL DEPRESSION
12,7.50,110.00,12/10/06Z,30,-,TROPICAL DEPRESSION
13,7.40,109.10,12/10/12Z,30,-,TROPICAL DEPRESSION
14,7.20,108.60,12/10/18Z,30,-,TROPICAL DEPRESSION
15,7.10,108.30,12/11/00Z,20,-,TROPICAL DEPRESSION
16,7.00,108.00,12/11/06Z,20,-,TROPICAL DEPRESSION
