ADV,LAT,LON,TIME,WIND,PR,STAT
1,24.30,145.10,08/12/00Z,30,-,TROPICAL DEPRESSION
2,24.90,145.80,08/12/06Z,35,-,TROPICAL STORM
3,25.70,146.10,08/12/12Z,40,-,TROPICAL STORM
4,27.00,146.00,08/12/18Z,40,-,TROPICAL STORM
5,28.00,145.60,08/13/00Z,40,-,TROPICAL STORM
6,28.70,145.40,08/13/06Z,45,-,TROPICAL STORM
7,29.30,145.30,08/13/12Z,50,-,TROPICAL STORM
8,30.00,145.40,08/13/18Z,50,-,TROPICAL STORM
9,30.90,145.20,08/14/00Z,50,-,TROPICAL STORM
10,32.20,144.50,08/14/06Z,45,-,TROPICAL STORM
11,33.10,143.40,08/14/12Z,45,-,TROPICAL STORM
12,34.10,141.60,08/14/18Z,45,-,TROPICAL STORM
13,34.60,139.10,08/15/00Z,45,-,TROPICAL STORM
14,35.20,136.20,08/15/06Z,30,-,TROPICAL DEPRESSION
