ADV,LAT,LON,TIME,WIND,PR,STAT
1,11.30,132.40,08/04/00Z,20,-,TROPICAL DEPRESSION
2,12.20,131.50,08/04/06Z,20,-,TROPICAL DEPRESSION
3,13.70,130.60,08/04/12Z,20,-,TROPICAL DEPRESSION
4,14.90,129.60,08/04/18Z,25,-,TROPICAL DEPRESSION
5,15.80,128.30,08/05/00Z,25,-,TROPICAL DEPRESSION
6,16.90,127.20,08/05/06Z,30,-,TROPICAL DEPRESSION
7,18.00,126.80,08/05/12Z,30,-,TROPICAL DEPRESSION
8,18.90,126.20,08/05/18Z,35,-,TROPICAL STORM
9,19.70,125.80,08/06/00Z,40,-,TROPICAL STORM
10,20.40,125.50,08/06/06Z,40,-,TROPICAL STORM
11,21.50,125.10,08/06/12Z,45,-,TROPICAL STORM
12,23.00,124.60,08/06/18Z,45,-,TROPICAL STORM
13,24.40,123.20,08/07/00Z,55,-,TROPICAL STORM
14,25.00,121.30,08/07/06Z,50,-,TROPICAL STORM
15,26.10,120.40,08/07/12Z,55,-,TROPICAL STORM
16,27.00,119.40,08/07/18Z,45,-,TROPICAL STORM
17,28.00,118.50,08/08/00Z,40,-,TROPICAL STORM
18,29.10,117.80,08/08/06Z,30,-,TROPICAL DEPRESSION
19,30.00,117.00,08/08/12Z,25,-,TROPICAL DEPRESSION
20,31.10,116.40,08/08/18Z,20,-,TROPICAL DEPRESSION
21,32.20,115.90,08/09/00Z,20,-,TROPICAL DEPRESSION
22,33.50,115.40,08/09/06Z,20,-,TROPICAL DEPRESSION
23,35.20,115.10,08/09/12Z,20,-,TROPICAL DEPRESSION
24,36.90,116.00,08/09/18Z,20,-,TROPICAL DEPRESSION
