ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.80,130.20,08/06/18Z,15,1010,TROPICAL DEPRESSION
2,16.80,129.40,08/07/00Z,15,1010,TROPICAL DEPRESSION
3,17.80,128.70,08/07/06Z,20,1007,TROPICAL DEPRESSION
4,18.70,128.20,08/07/12Z,30,1000,TROPICAL DEPRESSION
5,19.80,127.20,08/07/18Z,30,1000,TROPICAL DEPRESSION
6,20.80,125.90,08/08/00Z,30,1000,TROPICAL DEPRESSION
7,21.70,123.70,08/08/06Z,30,1000,TROPICAL DEPRESSION
8,22.80,122.50,08/08/12Z,30,1000,TROPICAL DEPRESSION
9,23.10,122.20,08/08/18Z,30,1000,TROPICAL DEPRESSION
10,23.20,121.70,08/09/00Z,30,1000,TROPICAL DEPRESSION
