ADV,LAT,LON,TIME,WIND,PR,STAT
1,25.10,160.10,09/06/06Z,20,1007,TROPICAL DEPRESSION
2,25.50,159.30,09/06/12Z,20,1007,TROPICAL DEPRESSION
3,25.50,158.40,09/06/18Z,25,1004,TROPICAL DEPRESSION
4,25.80,157.60,09/07/00Z,25,1004,TROPICAL DEPRESSION
5,26.60,157.00,09/07/06Z,30,1004,TROPICAL DEPRESSION
6,27.40,156.30,09/07/12Z,35,996,TROPICAL STORM
7,28.40,155.20,09/07/18Z,35,996,TROPICAL STORM
8,29.30,154.00,09/08/00Z,40,993,TROPICAL STORM
9,30.10,152.70,09/08/06Z,45,989,TROPICAL STORM
10,30.50,151.40,09/08/12Z,50,985,TROPICAL STORM
11,31.20,150.30,09/08/18Z,50,985,TROPICAL STORM
12,32.00,149.30,09/09/00Z,50,985,TROPICAL STORM
13,33.10,148.90,09/09/06Z,50,985,TROPICAL STORM
14,34.20,148.50,09/09/12Z,50,985,TROPICAL STORM
15,35.40,148.30,09/09/18Z,55,982,TROPICAL STORM
16,36.60,148.80,09/10/00Z,60,978,TROPICAL STORM
17,38.20,150.30,09/10/06Z,65,974,TYPHOON-1
18,39.50,152.40,09/10/12Z,65,974,TYPHOON-1
19,40.50,154.80,09/10/18Z,65,974,TYPHOON-1
20,41.20,158.10,09/11/00Z,60,978,TROPICAL STORM
21,41.00,161.10,09/11/06Z,55,982,TROPICAL STORM
22,40.40,165.10,09/11/12Z,55,982,TROPICAL STORM
