ADV,LAT,LON,TIME,WIND,PR,STAT
1,4.30,172.00,12/18/12Z,25,-,TROPICAL DEPRESSION
2,4.60,171.50,12/18/18Z,30,-,TROPICAL DEPRESSION
3,4.80,170.90,12/19/00Z,35,-,TROPICAL STORM
4,5.20,170.30,12/19/06Z,40,-,TROPICAL STORM
5,5.70,169.80,12/19/12Z,45,-,TROPICAL STORM
6,6.30,169.50,12/19/18Z,45,-,TROPICAL STORM
7,7.00,169.00,12/20/00Z,45,-,TROPICAL STORM
8,7.80,168.50,12/20/06Z,50,-,TROPICAL STORM
9,8.00,167.30,12/20/12Z,55,-,TROPICAL STORM
10,8.10,166.10,12/20/18Z,60,-,TROPICAL STORM
11,8.40,164.80,12/21/00Z,65,-,TYPHOON-1
12,8.70,163.90,12/21/06Z,65,-,TYPHOON-1
13,8.90,162.90,12/21/12Z,70,-,TYPHOON-1
14,9.10,161.80,12/21/18Z,70,-,TYPHOON-1
15,9.20,160.50,12/22/00Z,75,-,TYPHOON-1
16,9.50,159.10,12/22/06Z,75,-,TYPHOON-1
17,9.90,157.70,12/22/12Z,80,-,TYPHOON-1
18,10.40,156.40,12/22/18Z,80,-,TYPHOON-1
19,11.00,155.30,12/23/00Z,85,-,TYPHOON-2
20,11.60,154.20,12/23/06Z,85,-,TYPHOON-2
21,12.40,153.10,12/23/12Z,90,-,TYPHOON-2
22,12.80,151.40,12/23/18Z,95,-,TYPHOON-2
23,13.10,149.80,12/24/00Z,100,-,TYPHOON-3
24,13.80,148.40,12/24/06Z,105,-,TYPHOON-3
25,14.10,147.10,12/24/12Z,110,-,TYPHOON-3
26,14.30,146.00,12/24/18Z,115,-,TYPHOON-4
27,14.60,144.80,12/25/00Z,125,-,TYPHOON-4
28,14.90,143.50,12/25/06Z,130,-,TYPHOON-4
29,15.40,142.20,12/25/12Z,130,-,TYPHOON-4
30,15.80,140.90,12/25/18Z,130,-,TYPHOON-4
37,20.00,140.40,12/27/12Z,130,-,TYPHOON-4
38,20.80,142.10,12/27/18Z,125,-,TYPHOON-4
39,22.20,144.40,12/28/00Z,115,-,TYPHOON-4
40,23.40,147.20,12/28/06Z,105,-,TYPHOON-3
41,24.00,150.60,12/28/12Z,90,-,TYPHOON-2
42,24.60,154.40,12/28/18Z,75,-,TYPHOON-1
43,25.20,155.30,12/29/00Z,50,-,TROPICAL STORM
44,26.00,158.00,12/29/06Z,40,-,TROPICAL STORM
45,27.30,162.00,12/29/12Z,25,-,TROPICAL DEPRESSION
