ADV,LAT,LON,TIME,WIND,PR,STAT
1,15.70,130.80,05/31/06Z,30,-,TROPICAL DEPRESSION
2,16.40,130.90,05/31/12Z,30,-,TROPICAL DEPRESSION
3,16.90,131.20,05/31/18Z,30,-,TROPICAL DEPRESSION
4,17.50,131.50,06/01/00Z,35,-,TROPICAL STORM
5,18.30,131.90,06/01/06Z,40,-,TROPICAL STORM
6,19.10,132.20,06/01/12Z,45,-,TROPICAL STORM
7,19.60,132.40,06/01/18Z,50,-,TROPICAL STORM
8,20.40,132.50,06/02/00Z,60,-,TROPICAL STORM
9,21.30,132.60,06/02/06Z,65,-,TYPHOON-1
10,21.90,133.10,06/02/12Z,65,-,TYPHOON-1
11,22.40,133.40,06/02/18Z,65,-,TYPHOON-1
12,23.10,133.60,06/03/00Z,70,-,TYPHOON-1
13,24.00,133.80,06/03/06Z,70,-,TYPHOON-1
14,24.70,134.30,06/03/12Z,70,-,TYPHOON-1
15,25.80,134.90,06/03/18Z,65,-,TYPHOON-1
16,27.30,135.90,06/04/00Z,65,-,TYPHOON-1
17,28.60,137.10,06/04/06Z,65,-,TYPHOON-1
18,30.00,138.60,06/04/12Z,65,-,TYPHOON-1
19,31.70,140.00,06/04/18Z,65,-,TYPHOON-1
20,33.80,141.40,06/05/00Z,65,-,TYPHOON-1
21,35.90,143.60,06/05/06Z,65,-,TYPHOON-1
22,37.40,146.70,06/05/12Z,60,-,TROPICAL STORM
23,38.30,150.00,06/05/18Z,55,-,TROPICAL STORM
24,38.70,153.60,06/06/00Z,50,-,TROPICAL STORM
