ADV,LAT,LON,TIME,WIND,PR,STAT
1,7.20,150.80,05/06/12Z,30,-,TROPICAL DEPRESSION
2,7.70,149.80,05/06/18Z,50,-,TROPICAL STORM
3,8.30,148.80,05/07/00Z,70,-,TYPHOON-1
4,8.60,148.30,05/07/06Z,75,-,TYPHOON-1
5,9.00,147.80,05/07/12Z,80,-,TYPHOON-1
6,9.30,147.30,05/07/18Z,85,-,TYPHOON-2
7,9.60,146.80,05/08/00Z,85,-,TYPHOON-2
8,10.00,146.10,05/08/06Z,85,-,TYPHOON-2
9,10.40,145.40,05/08/12Z,85,-,TYPHOON-2
10,11.10,144.40,05/08/18Z,85,-,TYPHOON-2
11,11.90,143.50,05/09/00Z,100,-,TYPHOON-3
12,12.40,142.60,05/09/06Z,115,-,TYPHOON-4
13,12.90,141.80,05/09/12Z,115,-,TYPHOON-4
14,13.20,141.00,05/09/18Z,115,-,TYPHOON-4
15,13.90,140.20,05/10/00Z,130,-,TYPHOON-4
16,14.30,139.60,05/10/06Z,130,-,TYPHOON-4
17,14.80,139.00,05/10/12Z,130,-,TYPHOON-4
18,15.00,138.40,05/10/18Z,130,-,TYPHOON-4
19,15.20,138.00,05/11/00Z,125,-,TYPHOON-4
20,16.00,137.10,05/11/06Z,90,-,TYPHOON-2
21,16.90,136.20,05/11/12Z,85,-,TYPHOON-2
22,17.90,135.50,05/11/18Z,85,-,TYPHOON-2
23,19.30,135.00,05/12/00Z,100,-,TYPHOON-3
24,21.10,135.20,05/12/06Z,100,-,TYPHOON-3
25,22.90,135.90,05/12/12Z,100,-,TYPHOON-3
26,24.40,136.80,05/12/18Z,100,-,TYPHOON-3
27,26.00,137.80,05/13/00Z,75,-,TYPHOON-1
28,27.50,139.20,05/13/06Z,60,-,TROPICAL STORM
29,28.70,140.50,05/13/12Z,60,-,TROPICAL STORM
30,30.00,142.10,05/13/18Z,60,-,TROPICAL STORM
31,31.20,143.80,05/14/00Z,55,-,TROPICAL STORM
32,32.20,145.30,05/14/06Z,75,-,TYPHOON-1
