ADV,LAT,LON,TIME,WIND,PR,STAT
1,24.00,140.00,08/30/00Z,35,-,TROPICAL STORM
2,24.00,139.80,08/30/06Z,40,-,TROPICAL STORM
3,24.10,139.20,08/30/12Z,45,-,TROPICAL STORM
4,24.20,138.80,08/30/18Z,45,-,TROPICAL STORM
5,24.30,138.30,08/31/00Z,50,-,TROPICAL STORM
6,24.40,138.10,08/31/06Z,55,-,TROPICAL STORM
7,24.70,137.30,08/31/12Z,55,-,TROPICAL STORM
8,25.00,136.60,08/31/18Z,65,-,TYPHOON-1
9,25.30,136.00,09/01/00Z,75,-,TYPHOON-1
10,25.80,135.50,09/01/06Z,80,-,TYPHOON-1
11,26.20,134.90,09/01/12Z,80,-,TYPHOON-1
12,27.10,134.10,09/01/18Z,85,-,TYPHOON-2
13,27.90,133.90,09/02/00Z,90,-,TYPHOON-2
14,28.80,133.80,09/02/06Z,100,-,TYPHOON-3
15,29.60,133.90,09/02/12Z,100,-,TYPHOON-3
16,31.80,134.10,09/02/18Z,95,-,TYPHOON-2
17,33.90,135.10,09/03/00Z,90,-,TYPHOON-2
18,36.10,136.10,09/03/06Z,60,-,TROPICAL STORM
19,38.40,138.00,09/03/12Z,55,-,TROPICAL STORM
20,41.00,140.40,09/03/18Z,45,-,TROPICAL STORM
21,43.20,143.10,09/04/00Z,40,-,TROPICAL STORM
22,45.30,146.00,09/04/06Z,35,-,TROPICAL STORM
