ADV,LAT,LON,TIME,WIND,PR,STAT
1,17.40,123.50,08/10/00Z,20,-,TROPICAL DEPRESSION
2,17.80,121.90,08/10/06Z,25,-,TROPICAL DEPRESSION
3,18.10,120.00,08/10/12Z,30,-,TROPICAL DEPRESSION
4,18.30,118.30,08/10/18Z,40,-,TROPICAL STORM
5,18.30,116.80,08/11/00Z,45,-,TROPICAL STORM
6,18.20,115.50,08/11/06Z,50,-,TROPICAL STORM
7,18.20,114.20,08/11/12Z,55,-,TROPICAL STORM
8,18.40,113.10,08/11/18Z,60,-,TROPICAL STORM
9,18.70,111.90,08/12/00Z,60,-,TROPICAL STORM
10,18.90,110.90,08/12/06Z,60,-,TROPICAL STORM
11,19.20,110.00,08/12/12Z,60,-,TROPICAL STORM
12,19.50,109.10,08/12/18Z,50,-,TROPICAL STORM
13,19.80,108.20,08/13/00Z,40,-,TROPICAL STORM
14,19.90,107.20,08/13/06Z,35,-,TROPICAL STORM
15,20.10,106.30,08/13/12Z,30,-,TROPICAL DEPRESSION
