ADV,LAT,LON,TIME,WIND,PR,STAT
1,20.20,135.60,09/16/06Z,15,-,TROPICAL DEPRESSION
2,19.80,135.40,09/16/12Z,20,-,TROPICAL DEPRESSION
3,19.20,135.00,09/16/18Z,25,-,TROPICAL DEPRESSION
4,19.00,135.00,09/17/00Z,25,-,TROPICAL DEPRESSION
5,18.80,134.70,09/17/06Z,30,-,TROPICAL DEPRESSION
6,18.30,134.50,09/17/12Z,30,-,TROPICAL DEPRESSION
7,18.20,134.20,09/17/18Z,35,-,TROPICAL STORM
8,17.30,134.10,09/18/00Z,35,-,TROPICAL STORM
9,16.90,133.70,09/18/06Z,45,-,TROPICAL STORM
10,16.70,133.30,09/18/12Z,50,-,TROPICAL STORM
11,16.50,132.80,09/18/18Z,55,-,TROPICAL STORM
12,16.60,132.30,09/19/00Z,65,-,TYPHOON-1
13,16.80,131.80,09/19/06Z,75,-,TYPHOON-1
14,17.10,131.20,09/19/12Z,85,-,TYPHOON-2
15,17.40,130.70,09/19/18Z,90,-,TYPHOON-2
16,17.80,130.20,09/20/00Z,95,-,TYPHOON-2
17,18.30,129.60,09/20/06Z,100,-,TYPHOON-3
18,18.80,129.10,09/20/12Z,100,-,TYPHOON-3
19,19.30,128.60,09/20/18Z,105,-,TYPHOON-3
20,19.90,128.10,09/21/00Z,105,-,TYPHOON-3
21,20.60,127.60,09/21/06Z,110,-,TYPHOON-3
22,21.30,126.90,09/21/12Z,115,-,TYPHOON-4
23,22.00,126.20,09/21/18Z,120,-,TYPHOON-4
24,22.70,125.60,09/22/00Z,120,-,TYPHOON-4
25,23.50,125.30,09/22/06Z,115,-,TYPHOON-4
26,24.20,125.40,09/22/12Z,115,-,TYPHOON-4
27,24.80,125.60,09/22/18Z,110,-,TYPHOON-3
28,25.60,126.00,09/23/00Z,110,-,TYPHOON-3
29,26.40,126.60,09/23/06Z,105,-,TYPHOON-3
30,27.30,127.30,09/23/12Z,105,-,TYPHOON-3
31,28.40,128.10,09/23/18Z,100,-,TYPHOON-3
32,29.40,128.70,09/24/00Z,90,-,TYPHOON-2
33,30.30,129.40,09/24/06Z,80,-,TYPHOON-1
34,31.30,130.20,09/24/12Z,65,-,TYPHOON-1
35,32.40,130.60,09/24/18Z,50,-,TROPICAL STORM
36,33.60,131.20,09/25/00Z,35,-,TROPICAL STORM
