ADV,LAT,LON,TIME,WIND,PR,STAT
1,16.50,168.80,10/25/00Z,15,1006,TROPICAL DEPRESSION
2,16.60,168.30,10/25/06Z,15,1006,TROPICAL DEPRESSION
3,16.70,167.80,10/25/12Z,15,1006,TROPICAL DEPRESSION
4,17.00,166.80,10/25/18Z,15,1006,TROPICAL DEPRESSION
5,17.60,165.00,10/26/00Z,25,1002,TROPICAL DEPRESSION
6,18.20,163.00,10/26/06Z,25,1002,TROPICAL DEPRESSION
7,18.70,161.60,10/26/12Z,25,1002,TROPICAL DEPRESSION
8,19.10,160.70,10/26/18Z,30,1000,TROPICAL DEPRESSION
9,19.50,160.30,10/27/00Z,30,1000,TROPICAL DEPRESSION
10,20.40,159.70,10/27/06Z,30,1000,TROPICAL DEPRESSION
11,21.90,159.30,10/27/12Z,35,997,TROPICAL STORM
12,23.20,158.90,10/27/18Z,50,987,TROPICAL STORM
13,24.30,158.60,10/28/00Z,55,984,TROPICAL STORM
14,25.10,159.00,10/28/06Z,60,980,TROPICAL STORM
15,26.10,159.80,10/28/12Z,65,976,TYPHOON-1
16,27.60,161.40,10/28/18Z,60,980,TROPICAL STORM
17,29.20,163.40,10/29/00Z,60,980,TROPICAL STORM
18,30.40,166.40,10/29/06Z,75,967,TYPHOON-1
19,31.60,169.50,10/29/12Z,60,980,TROPICAL STORM
20,32.60,172.80,10/29/18Z,50,987,TROPICAL STORM
21,33.70,177.30,10/30/00Z,45,991,TROPICAL STORM
